# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
316 | Buffers=12706 | Events=1464933 | Faraday 1=33 | Faraday 2=0 | Gene DIRECT=470771 | Gene LASER=407 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13026 | Gene TM=41406 | DEC=2190893 | FC=1465240 | OK=1465240 | FT=1465240 | AVL=1465240 | OCD=1465240 | OA=1465240 | RAZ=1465240 | Plast All=297083 | Plast G=71823 | Plast C=159735 | Plast D=224851 | Trigger multiplicity=1 | Length (min.)=41.773399 | Size (MB)=198.531006 | Dead time (%)=9.045650 | Start Date=21-MAR-2006 03:05:13.00 | End Date=21-MAR-2006 03:47:06.00 | Comments= | Logbook= | 
317 | Buffers=12705 | Events=1516342 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=347956 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=9762 | Gene TM=38831 | DEC=2837380 | FC=1513499 | OK=1513499 | FT=1513499 | AVL=1513499 | OCD=1513499 | OA=1513499 | RAZ=1513500 | Plast All=297927 | Plast G=72933 | Plast C=160243 | Plast D=224571 | Trigger multiplicity=1 | Length (min.)=30.935499 | Size (MB)=198.516006 | Dead time (%)=11.481900 | Start Date=21-MAR-2006 03:47:06.00 | End Date=21-MAR-2006 04:18:04.00 | Comments=disjonction chassis 1 | Logbook=125 | 
318 | Buffers=12706 | Events=1454884 | Faraday 1=30 | Faraday 2=0 | Gene DIRECT=497673 | Gene LASER=610 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16278 | Gene TM=42285 | DEC=2435527 | FC=1452422 | OK=1452422 | FT=1452422 | AVL=1452422 | OCD=1452422 | OA=1452422 | RAZ=1452422 | Plast All=404157 | Plast G=97448 | Plast C=216214 | Plast D=306024 | Trigger multiplicity=1 | Length (min.)=44.161800 | Size (MB)=198.531006 | Dead time (%)=8.783850 | Start Date=21-MAR-2006 04:18:04.00 | End Date=21-MAR-2006 05:02:09.00 | Comments= | Logbook= | 
319 | Buffers=12710 | Events=1397425 | Faraday 1=39 | Faraday 2=0 | Gene DIRECT=617243 | Gene LASER=408 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16277 | Gene TM=44374 | DEC=1713684 | FC=1397463 | OK=1397462 | FT=1397462 | AVL=1397462 | OCD=1397462 | OA=1397462 | RAZ=1397463 | Plast All=460660 | Plast G=109489 | Plast C=244849 | Plast D=350466 | Trigger multiplicity=1 | Length (min.)=54.823299 | Size (MB)=198.593994 | Dead time (%)=7.383780 | Start Date=21-MAR-2006 05:02:09.00 | End Date=21-MAR-2006 05:57:03.00 | Comments= | Logbook= | 
320 | Buffers=9257 | Events=1065816 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=386892 | Gene LASER=406 | Gene ELECT=204 | Gene TEST=0 | Gene MARQ=9767 | Gene TM=89307 | DEC=2578595 | FC=1065287 | OK=1065287 | FT=1065287 | AVL=1065287 | OCD=1065287 | OA=1065287 | RAZ=1065287 | Plast All=340756 | Plast G=81222 | Plast C=180411 | Plast D=259193 | Trigger multiplicity=1 | Length (min.)=34.396900 | Size (MB)=144.641006 | Dead time (%)=23.681000 | Start Date=21-MAR-2006 05:57:04.00 | End Date=21-MAR-2006 06:31:15.00 | Comments= | Logbook= | 
321 | Buffers=47 | Events=5455 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=7955 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=267 | DEC=7442 | FC=5468 | OK=5468 | FT=5468 | AVL=5468 | OCD=5468 | OA=5468 | RAZ=5469 | Plast All=5817 | Plast G=1401 | Plast C=3106 | Plast D=4403 | Trigger multiplicity=1 | Length (min.)=0.776411 | Size (MB)=0.734375 | Dead time (%)=3.356380 | Start Date=21-MAR-2006 06:32:05.00 | End Date=21-MAR-2006 06:32:28.00 | Comments= | Logbook= | 
322 | Buffers=12708 | Events=1454847 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=731924 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43559 | DEC=2073621 | FC=1455269 | OK=1455269 | FT=1455269 | AVL=1455269 | OCD=1455269 | OA=1455269 | RAZ=1455270 | Plast All=1 | Plast G=0 | Plast C=1 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=65.247704 | Size (MB)=198.561996 | Dead time (%)=5.951300 | Start Date=21-MAR-2006 14:08:03.00 | End Date=21-MAR-2006 15:13:10.00 | Comments=Cf + cosmiques | Logbook= | 
323 | Buffers=12709 | Events=1414013 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=693025 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=42083 | DEC=2039205 | FC=1411764 | OK=1411764 | FT=1411764 | AVL=1411764 | OCD=1411764 | OA=1411765 | RAZ=1411765 | Plast All=2 | Plast G=1 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=61.898499 | Size (MB)=198.578003 | Dead time (%)=6.072360 | Start Date=21-MAR-2006 15:13:10.00 | End Date=21-MAR-2006 16:15:07.00 | Comments=Cf + cosmiques | Logbook= | 
324 | Buffers=12711 | Events=1412976 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=853034 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=44316 | DEC=1971216 | FC=1409773 | OK=1409773 | FT=1409773 | AVL=1409773 | OCD=1409773 | OA=1409773 | RAZ=1409774 | Plast All=1 | Plast G=1 | Plast C=1 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=76.064903 | Size (MB)=198.608994 | Dead time (%)=5.195100 | Start Date=21-MAR-2006 16:15:07.00 | End Date=21-MAR-2006 17:31:09.00 | Comments=Cf + cosmiques | Logbook= | 
325 | Buffers=12706 | Events=1381801 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=999098 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=46349 | DEC=1727760 | FC=1379651 | OK=1379651 | FT=1379651 | AVL=1379651 | OCD=1379651 | OA=1379651 | RAZ=1379651 | Plast All=2 | Plast G=0 | Plast C=0 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=88.903397 | Size (MB)=198.531006 | Dead time (%)=4.639080 | Start Date=21-MAR-2006 17:31:12.00 | End Date=21-MAR-2006 19:00:09.00 | Comments=Cf + cosmiques | Logbook= | 
326 | Buffers=12708 | Events=1529695 | Faraday 1=13 | Faraday 2=0 | Gene DIRECT=502878 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=35880 | DEC=2969160 | FC=1528668 | OK=1528668 | FT=1528668 | AVL=1528668 | OCD=1528668 | OA=1528668 | RAZ=1528669 | Plast All=1 | Plast G=1 | Plast C=1 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=44.858200 | Size (MB)=198.561996 | Dead time (%)=7.134930 | Start Date=21-MAR-2006 19:00:09.00 | End Date=21-MAR-2006 19:45:05.00 | Comments=Cf + cosmiques | Logbook= | 
327 | Buffers=12707 | Events=1639858 | Faraday 1=7 | Faraday 2=0 | Gene DIRECT=147499 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=51802 | DEC=2946967 | FC=1640284 | OK=1640284 | FT=1640284 | AVL=1640284 | OCD=1640284 | OA=1640284 | RAZ=1640285 | Plast All=1 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=13.203900 | Size (MB)=198.546997 | Dead time (%)=35.120201 | Start Date=21-MAR-2006 19:45:05.00 | End Date=21-MAR-2006 19:58:11.00 | Comments=Cf + cosmiques | Logbook= | 
328 | Buffers=12709 | Events=1519643 | Faraday 1=13 | Faraday 2=0 | Gene DIRECT=530029 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=42267 | DEC=1838698 | FC=1515682 | OK=1515682 | FT=1515682 | AVL=1515682 | OCD=1515682 | OA=1515682 | RAZ=1515683 | Plast All=2 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=47.176102 | Size (MB)=198.578003 | Dead time (%)=7.974470 | Start Date=21-MAR-2006 19:58:11.00 | End Date=21-MAR-2006 20:45:16.00 | Comments=Cf + cosmiques | Logbook= | 
329 | Buffers=8809 | Events=1047063 | Faraday 1=8 | Faraday 2=0 | Gene DIRECT=379118 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=29576 | DEC=1253529 | FC=1047027 | OK=1047027 | FT=1047027 | AVL=1047027 | OCD=1047027 | OA=1047027 | RAZ=1047027 | Plast All=0 | Plast G=1 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=33.634399 | Size (MB)=137.641006 | Dead time (%)=7.801270 | Start Date=21-MAR-2006 20:45:19.00 | End Date=21-MAR-2006 21:19:08.00 | Comments=Cf + cosmiques | Logbook= | 
330 | Buffers=12744 | Events=1418954 | Faraday 1=17 | Faraday 2=0 | Gene DIRECT=488694 | Gene LASER=1017 | Gene ELECT=1017 | Gene TEST=0 | Gene MARQ=16265 | Gene TM=39838 | DEC=3945424 | FC=1419063 | OK=1419063 | FT=1419063 | AVL=1419063 | OCD=1419063 | OA=1419063 | RAZ=1419063 | Plast All=612971 | Plast G=288455 | Plast C=379828 | Plast D=312481 | Trigger multiplicity=1 | Length (min.)=44.316601 | Size (MB)=199.125000 | Dead time (%)=8.432590 | Start Date=21-MAR-2006 22:16:24.00 | End Date=21-MAR-2006 23:01:03.00 | Comments=75Kr+40Ca  Le retour | Logbook= | 
331 | Buffers=12707 | Events=1373091 | Faraday 1=27 | Faraday 2=0 | Gene DIRECT=588196 | Gene LASER=1016 | Gene ELECT=1016 | Gene TEST=0 | Gene MARQ=16268 | Gene TM=42916 | DEC=1630533 | FC=1375554 | OK=1375554 | FT=1375554 | AVL=1375554 | OCD=1375554 | OA=1375554 | RAZ=1375555 | Plast All=732628 | Plast G=353765 | Plast C=450086 | Plast D=363648 | Trigger multiplicity=1 | Length (min.)=52.088799 | Size (MB)=198.546997 | Dead time (%)=7.503740 | Start Date=21-MAR-2006 23:01:07.00 | End Date=21-MAR-2006 23:53:09.00 | Comments= | Logbook= | 
332 | Buffers=12706 | Events=1367357 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=596350 | Gene LASER=1016 | Gene ELECT=1016 | Gene TEST=0 | Gene MARQ=16260 | Gene TM=44007 | DEC=1614945 | FC=1368333 | OK=1368333 | FT=1368333 | AVL=1368333 | OCD=1368333 | OA=1368333 | RAZ=1368334 | Plast All=735465 | Plast G=349912 | Plast C=450079 | Plast D=369527 | Trigger multiplicity=1 | Length (min.)=52.959999 | Size (MB)=198.531006 | Dead time (%)=7.586240 | Start Date=21-MAR-2006 23:53:09.00 | End Date=22-MAR-2006 00:46:08.00 | Comments= | Logbook= | 
333 | Buffers=12703 | Events=1369389 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=586159 | Gene LASER=1015 | Gene ELECT=1015 | Gene TEST=0 | Gene MARQ=16255 | Gene TM=44180 | DEC=1637327 | FC=1369715 | OK=1369715 | FT=1369715 | AVL=1369715 | OCD=1369715 | OA=1369715 | RAZ=1369716 | Plast All=726971 | Plast G=334350 | Plast C=446769 | Plast D=375561 | Trigger multiplicity=1 | Length (min.)=52.072300 | Size (MB)=198.483994 | Dead time (%)=7.752180 | Start Date=22-MAR-2006 00:46:08.00 | End Date=22-MAR-2006 01:38:10.00 | Comments= | Logbook= | 
334 | Buffers=12710 | Events=1368502 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=583445 | Gene LASER=1016 | Gene ELECT=1016 | Gene TEST=0 | Gene MARQ=16248 | Gene TM=44156 | DEC=1623127 | FC=1370158 | OK=1370158 | FT=1370158 | AVL=1370158 | OCD=1370158 | OA=1370158 | RAZ=1370159 | Plast All=736425 | Plast G=342145 | Plast C=454076 | Plast D=375864 | Trigger multiplicity=1 | Length (min.)=51.841999 | Size (MB)=198.593994 | Dead time (%)=7.784950 | Start Date=22-MAR-2006 01:38:13.00 | End Date=22-MAR-2006 02:30:08.00 | Comments= | Logbook= | 
335 | Buffers=12704 | Events=1371167 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=583800 | Gene LASER=1014 | Gene ELECT=1014 | Gene TEST=0 | Gene MARQ=16228 | Gene TM=43754 | DEC=1631403 | FC=1372154 | OK=1372154 | FT=1372154 | AVL=1372154 | OCD=1372154 | OA=1372154 | RAZ=1372155 | Plast All=710500 | Plast G=328973 | Plast C=438014 | Plast D=362501 | Trigger multiplicity=1 | Length (min.)=52.037601 | Size (MB)=198.500000 | Dead time (%)=7.708980 | Start Date=22-MAR-2006 02:30:08.00 | End Date=22-MAR-2006 03:22:09.00 | Comments= | Logbook= | 
336 | Buffers=10936 | Events=1161913 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=560076 | Gene LASER=1012 | Gene ELECT=1012 | Gene TEST=0 | Gene MARQ=16182 | Gene TM=40639 | DEC=1369620 | FC=1164629 | OK=1164629 | FT=1164629 | AVL=1164629 | OCD=1164629 | OA=1164629 | RAZ=1164630 | Plast All=488874 | Plast G=219178 | Plast C=297499 | Plast D=256559 | Trigger multiplicity=1 | Length (min.)=49.888699 | Size (MB)=170.875000 | Dead time (%)=7.471860 | Start Date=22-MAR-2006 03:22:12.00 | End Date=22-MAR-2006 04:12:08.00 | Comments=p 135,arret run sur probleme faisceau | Logbook= | 
337 | Buffers=12709 | Events=1375238 | Faraday 1=27 | Faraday 2=0 | Gene DIRECT=547636 | Gene LASER=1013 | Gene ELECT=1013 | Gene TEST=0 | Gene MARQ=16220 | Gene TM=43797 | DEC=1645598 | FC=1376614 | OK=1376614 | FT=1376614 | AVL=1376614 | OCD=1376614 | OA=1376614 | RAZ=1376615 | Plast All=770707 | Plast G=337672 | Plast C=452291 | Plast D=416305 | Trigger multiplicity=1 | Length (min.)=48.700100 | Size (MB)=198.578003 | Dead time (%)=8.241570 | Start Date=22-MAR-2006 04:20:25.00 | End Date=22-MAR-2006 05:09:16.00 | Comments= | Logbook= | 
338 | Buffers=12710 | Events=1376233 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=550331 | Gene LASER=1013 | Gene ELECT=1013 | Gene TEST=0 | Gene MARQ=16188 | Gene TM=43876 | DEC=1665907 | FC=1377914 | OK=1377914 | FT=1377914 | AVL=1377914 | OCD=1377914 | OA=1377914 | RAZ=1377914 | Plast All=746872 | Plast G=328840 | Plast C=438317 | Plast D=400413 | Trigger multiplicity=1 | Length (min.)=49.082001 | Size (MB)=198.593994 | Dead time (%)=8.214280 | Start Date=22-MAR-2006 05:09:19.00 | End Date=22-MAR-2006 05:58:21.00 | Comments= | Logbook= | 
339 | Buffers=12705 | Events=1384068 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=540628 | Gene LASER=809 | Gene ELECT=809 | Gene TEST=0 | Gene MARQ=12946 | Gene TM=43984 | DEC=1652429 | FC=1385783 | OK=1385783 | FT=1385783 | AVL=1385783 | OCD=1385783 | OA=1385783 | RAZ=1385784 | Plast All=771745 | Plast G=346847 | Plast C=454362 | Plast D=404872 | Trigger multiplicity=1 | Length (min.)=48.222801 | Size (MB)=198.516006 | Dead time (%)=8.335320 | Start Date=22-MAR-2006 05:58:21.00 | End Date=22-MAR-2006 06:46:28.00 | Comments= | Logbook= | 
340 | Buffers=371 | Events=32485 | Faraday 1=1 | Faraday 2=0 | Gene DIRECT=24877 | Gene LASER=203 | Gene ELECT=203 | Gene TEST=0 | Gene MARQ=3247 | Gene TM=1296 | DEC=40226 | FC=32512 | OK=32512 | FT=32512 | AVL=32512 | OCD=32512 | OA=32512 | RAZ=32513 | Plast All=4411 | Plast G=2020 | Plast C=2591 | Plast D=2275 | Trigger multiplicity=1 | Length (min.)=2.407460 | Size (MB)=5.796880 | Dead time (%)=5.991680 | Start Date=22-MAR-2006 06:46:28.00 | End Date=22-MAR-2006 06:49:10.00 | Comments=arret run, probleme machine | Logbook= | 
341 | Buffers=1532 | Events=161138 | Faraday 1=3 | Faraday 2=0 | Gene DIRECT=73023 | Gene LASER=202 | Gene ELECT=202 | Gene TEST=0 | Gene MARQ=3233 | Gene TM=5428 | DEC=192263 | FC=161463 | OK=161463 | FT=161463 | AVL=161463 | OCD=161463 | OA=161463 | RAZ=161464 | Plast All=81947 | Plast G=36456 | Plast C=48284 | Plast D=43302 | Trigger multiplicity=1 | Length (min.)=6.646420 | Size (MB)=23.937500 | Dead time (%)=7.777620 | Start Date=22-MAR-2006 06:55:16.00 | End Date=22-MAR-2006 07:02:05.00 | Comments=arret pour nouveau probleme HF | Logbook= | 
342 | Buffers=12724 | Events=1371456 | Faraday 1=32 | Faraday 2=0 | Gene DIRECT=564678 | Gene LASER=1012 | Gene ELECT=1012 | Gene TEST=0 | Gene MARQ=16206 | Gene TM=44402 | DEC=1630389 | FC=1372724 | OK=1372724 | FT=1372724 | AVL=1372724 | OCD=1372724 | OA=1372724 | RAZ=1372724 | Plast All=753464 | Plast G=343477 | Plast C=442066 | Plast D=389296 | Trigger multiplicity=1 | Length (min.)=50.527199 | Size (MB)=198.811996 | Dead time (%)=8.095580 | Start Date=22-MAR-2006 07:06:30.00 | End Date=22-MAR-2006 07:57:15.00 | Comments= | Logbook= | 
343 | Buffers=9439 | Events=1017601 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=433667 | Gene LASER=810 | Gene ELECT=810 | Gene TEST=0 | Gene MARQ=12965 | Gene TM=32318 | DEC=1212937 | FC=1018517 | OK=1018517 | FT=1018517 | AVL=1018517 | OCD=1018517 | OA=1018517 | RAZ=1018517 | Plast All=523165 | Plast G=241218 | Plast C=306513 | Plast D=266804 | Trigger multiplicity=1 | Length (min.)=38.598400 | Size (MB)=147.483994 | Dead time (%)=7.681920 | Start Date=22-MAR-2006 07:57:19.00 | End Date=22-MAR-2006 08:36:07.00 | Comments= | Logbook=p.135 pas de faisceau a la fin. arret manuel | 
344 | Buffers=12703 | Events=1387330 | Faraday 1=27 | Faraday 2=0 | Gene DIRECT=521896 | Gene LASER=1012 | Gene ELECT=1012 | Gene TEST=0 | Gene MARQ=16196 | Gene TM=43364 | DEC=1725533 | FC=1388937 | OK=1388937 | FT=1388937 | AVL=1388937 | OCD=1388937 | OA=1388937 | RAZ=1388937 | Plast All=735549 | Plast G=344892 | Plast C=430469 | Plast D=369420 | Trigger multiplicity=1 | Length (min.)=46.410400 | Size (MB)=198.483994 | Dead time (%)=8.575040 | Start Date=22-MAR-2006 08:47:16.00 | End Date=22-MAR-2006 09:33:28.00 | Comments= | Logbook= | 
345 | Buffers=12708 | Events=1458188 | Faraday 1=14 | Faraday 2=0 | Gene DIRECT=428664 | Gene LASER=606 | Gene ELECT=606 | Gene TEST=0 | Gene MARQ=9721 | Gene TM=40757 | DEC=2598368 | FC=1465770 | OK=1465770 | FT=1465770 | AVL=1465770 | OCD=1465770 | OA=1465770 | RAZ=1465770 | Plast All=523154 | Plast G=243175 | Plast C=306170 | Plast D=263883 | Trigger multiplicity=1 | Length (min.)=38.180401 | Size (MB)=198.561996 | Dead time (%)=9.728530 | Start Date=22-MAR-2006 09:34:02.00 | End Date=22-MAR-2006 10:12:07.00 | Comments= | Logbook= | 
346 | Buffers=12703 | Events=1417548 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=472018 | Gene LASER=1013 | Gene ELECT=1013 | Gene TEST=0 | Gene MARQ=16212 | Gene TM=46039 | DEC=2694992 | FC=1420499 | OK=1420499 | FT=1420499 | AVL=1420499 | OCD=1420499 | OA=1420499 | RAZ=1420499 | Plast All=636064 | Plast G=300716 | Plast C=371825 | Plast D=315639 | Trigger multiplicity=1 | Length (min.)=42.012600 | Size (MB)=198.483994 | Dead time (%)=10.100600 | Start Date=22-MAR-2006 10:12:08.00 | End Date=22-MAR-2006 10:54:08.00 | Comments= | Logbook= | 
347 | Buffers=12705 | Events=1410205 | Faraday 1=53 | Faraday 2=0 | Gene DIRECT=496510 | Gene LASER=811 | Gene ELECT=811 | Gene TEST=0 | Gene MARQ=12976 | Gene TM=42833 | DEC=1790727 | FC=1412512 | OK=1412512 | FT=1412512 | AVL=1412512 | OCD=1412512 | OA=1412512 | RAZ=1412513 | Plast All=662094 | Plast G=311589 | Plast C=386917 | Plast D=329107 | Trigger multiplicity=1 | Length (min.)=44.129200 | Size (MB)=198.516006 | Dead time (%)=8.858320 | Start Date=22-MAR-2006 10:54:12.00 | End Date=22-MAR-2006 11:38:15.00 | Comments= | Logbook= | 
348 | Buffers=861 | Events=98559 | Faraday 1=3 | Faraday 2=0 | Gene DIRECT=35022 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=3069 | DEC=137232 | FC=98544 | OK=98544 | FT=98544 | AVL=98544 | OCD=98544 | OA=98544 | RAZ=98545 | Plast All=24284 | Plast G=11569 | Plast C=14192 | Plast D=11902 | Trigger multiplicity=1 | Length (min.)=3.304840 | Size (MB)=13.453100 | Dead time (%)=8.763060 | Start Date=22-MAR-2006 11:38:16.00 | End Date=22-MAR-2006 11:41:25.00 | Comments= | Logbook=p.136 disjonction HF CIME; run arrete | 
349 | Buffers=12703 | Events=1378742 | Faraday 1=48 | Faraday 2=0 | Gene DIRECT=575288 | Gene LASER=1015 | Gene ELECT=1015 | Gene TEST=0 | Gene MARQ=16223 | Gene TM=43623 | DEC=1735076 | FC=1380451 | OK=1380451 | FT=1380451 | AVL=1380451 | OCD=1380451 | OA=1380451 | RAZ=1380452 | Plast All=691170 | Plast G=391560 | Plast C=413718 | Plast D=272604 | Trigger multiplicity=1 | Length (min.)=51.119801 | Size (MB)=198.483994 | Dead time (%)=7.802850 | Start Date=22-MAR-2006 11:46:11.00 | End Date=22-MAR-2006 12:37:15.00 | Comments= | Logbook= | 
350 | Buffers=12712 | Events=1367549 | Faraday 1=40 | Faraday 2=0 | Gene DIRECT=607418 | Gene LASER=1013 | Gene ELECT=1013 | Gene TEST=0 | Gene MARQ=16210 | Gene TM=44977 | DEC=1623432 | FC=1369474 | OK=1369474 | FT=1369474 | AVL=1369474 | OCD=1369474 | OA=1369474 | RAZ=1369475 | Plast All=716274 | Plast G=403728 | Plast C=428506 | Plast D=283853 | Trigger multiplicity=1 | Length (min.)=54.032299 | Size (MB)=198.625000 | Dead time (%)=7.607640 | Start Date=22-MAR-2006 12:37:18.00 | End Date=22-MAR-2006 13:31:19.00 | Comments= | Logbook= | 
351 | Buffers=6471 | Events=690807 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=325224 | Gene LASER=607 | Gene ELECT=607 | Gene TEST=0 | Gene MARQ=9729 | Gene TM=22596 | DEC=823740 | FC=690702 | OK=690702 | FT=690702 | AVL=690702 | OCD=690702 | OA=690702 | RAZ=690703 | Plast All=330671 | Plast G=187177 | Plast C=197920 | Plast D=129717 | Trigger multiplicity=1 | Length (min.)=29.033100 | Size (MB)=101.109001 | Dead time (%)=7.162080 | Start Date=22-MAR-2006 13:31:20.00 | End Date=22-MAR-2006 14:00:21.00 | Comments= | Logbook= | 
352 | Buffers=12710 | Events=1373340 | Faraday 1=35 | Faraday 2=0 | Gene DIRECT=566981 | Gene LASER=1014 | Gene ELECT=1014 | Gene TEST=0 | Gene MARQ=16215 | Gene TM=44422 | DEC=1662892 | FC=1375812 | OK=1375812 | FT=1375812 | AVL=1375812 | OCD=1375812 | OA=1375812 | RAZ=1375813 | Plast All=721061 | Plast G=342383 | Plast C=427319 | Plast D=350752 | Trigger multiplicity=1 | Length (min.)=50.408699 | Size (MB)=198.593994 | Dead time (%)=8.065490 | Start Date=22-MAR-2006 14:05:17.00 | End Date=22-MAR-2006 14:55:29.00 | Comments=FIN MANIP 75Kr | Logbook= | 
354 | Buffers=8285 | Events=33109 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=132665 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=33112 | Gene MARQ=132665 | Gene TM=0 | DEC=3 | FC=33112 | OK=33112 | FT=33112 | AVL=33112 | OCD=33112 | OA=33112 | RAZ=33113 | Plast All=2 | Plast G=1 | Plast C=0 | Plast D=1 | Trigger multiplicity=0 | Length (min.)=11.863800 | Size (MB)=129.453003 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 15:38:25.00 | End Date=22-MAR-2006 15:50:20.00 | Comments=piedestaux Silicium/Chio/etalons | Logbook=page 137 | 
355 | Buffers=2815 | Events=11241 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=45194 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=11245 | Gene MARQ=45194 | Gene TM=0 | DEC=2 | FC=11245 | OK=11245 | FT=11245 | AVL=11245 | OCD=11245 | OA=11245 | RAZ=11246 | Plast All=1 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=4.093440 | Size (MB)=43.984402 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 15:59:00.00 | End Date=22-MAR-2006 16:03:03.00 | Comments=piedestaux CsI | Logbook= | 
356 | Buffers=5072 | Events=36818 | Faraday 1=7 | Faraday 2=0 | Gene DIRECT=152930 | Gene LASER=0 | Gene ELECT=36828 | Gene TEST=0 | Gene MARQ=152930 | Gene TM=0 | DEC=76548 | FC=36828 | OK=36828 | FT=36828 | AVL=36828 | OCD=36828 | OA=36828 | RAZ=36829 | Plast All=1 | Plast G=1 | Plast C=1 | Plast D=1 | Trigger multiplicity=0 | Length (min.)=13.641200 | Size (MB)=79.250000 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 16:38:04.00 | End Date=22-MAR-2006 16:51:23.00 | Comments=automate mes 1: Si 2-5 | Logbook=page 138 | 
357 | Buffers=2980 | Events=36824 | Faraday 1=8 | Faraday 2=0 | Gene DIRECT=149508 | Gene LASER=0 | Gene ELECT=36824 | Gene TEST=0 | Gene MARQ=149508 | Gene TM=0 | DEC=40067 | FC=36824 | OK=36824 | FT=36824 | AVL=36824 | OCD=36824 | OA=36824 | RAZ=36825 | Plast All=2 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.340000 | Size (MB)=46.562500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 16:51:28.00 | End Date=22-MAR-2006 17:05:08.00 | Comments=automate mes 2: Si 6-7 | Logbook= | 
