++KVIDZAFromZGrid
5026.807500 1513.922500
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI1_SI2_211
<PARAMETER> Runlist=4532-7063
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.955000,1.003103,1.037750|2:1.039750,1.104813,1.139500|3:1.141500,1.176931,1.245000
<PARAMETER> PIDRANGE2=3:1.795000,1.854789,1.898286|4:1.900286,2.004121,2.058118|6:2.169937,2.215435,2.256618
<PARAMETER> PIDRANGE3=6:2.799312,2.875432,2.925429|7:2.927429,3.004823,3.048348|8:3.050348,3.121750,3.166000|9:3.168000,3.215000,3.260439
<PARAMETER> PIDRANGE4=7:3.665000,3.715426,3.766000|9:3.884900,4.004717,4.061000|10:4.063000,4.125319,4.185000|11:4.189806,4.232600,4.282600
<PARAMETER> PIDRANGE5=10:4.805000,4.871727,4.911000|11:4.913000,5.004094,5.101692|12:5.103692,5.136579,5.206857|13:5.208857,5.278846,5.324629
<PARAMETER> PIDRANGE6=11:5.774094,5.845800,5.894000|12:5.896000,6.004815,6.071778|13:6.073778,6.125922,6.200316|14:6.202316,6.245374,6.301500|15:6.303500,6.362500,6.407160
<PARAMETER> PIDRANGE7=14:6.815000,6.865093,6.912571|15:6.914571,7.004175,7.066000|16:7.068000,7.126176,7.196000|17:7.198000,7.285833,7.326158
<PARAMETER> PIDRANGE8=15:7.803897,7.875000,7.900154|16:7.902154,8.004386,8.065250|17:8.067250,8.134295,8.187333|18:8.189333,8.255517,8.296222|19:8.298222,8.353750,8.417095
<PARAMETER> PIDRANGE9=18:8.794727,8.891905,8.932571|19:8.934571,8.996509,9.048231|20:9.050231,9.134231,9.177889|21:9.179889,9.236702,9.306500|22:9.308500,9.375000,9.442748
<PARAMETER> PIDRANGE10=20:9.805000,9.864608,9.924000|21:9.926000,10.004333,10.060250|22:10.062250,10.134304,10.200923|23:10.202923,10.235256,10.322571|24:10.324571,10.375952,10.451154
<PARAMETER> PIDRANGE11=22:10.774094,10.864659,10.920429|23:10.922429,11.004407,11.079556|24:11.081556,11.144174,11.202333|25:11.204333,11.266020,11.332571|26:11.334571,11.396538,11.446569
<PARAMETER> PIDRANGE12=24:11.763396,11.864836,11.927000|25:11.929000,12.005031,12.077889|26:12.079889,12.144155,12.219667|27:12.221667,12.273320,12.324833|28:12.326833,12.384808,12.442748
<PARAMETER> PIDRANGE13=26:12.797784,12.885105,12.908545|27:12.910545,13.004629,13.060571|28:13.062571,13.124725,13.178667|29:13.180667,13.235249,13.297214|30:13.299214,13.354583,13.401778|31:13.403778,13.462500,13.515673
<PARAMETER> PIDRANGE14=28:13.695000,13.754074,13.800667|29:13.802667,13.865734,13.928607|30:13.930607,14.004867,14.058407|31:14.060407,14.115282,14.204000|32:14.206000,14.245945,14.313602
<PARAMETER> PIDRANGE15=30:14.673223,14.734792,14.779758|31:14.781758,14.865520,14.928528|32:14.930528,15.004710,15.066955|33:15.068955,15.125217,15.201143|34:15.203143,15.265104,15.315765|35:15.317765,15.365617,15.458796
<PARAMETER> PIDRANGE16=32:15.673547,15.724543,15.760667|33:15.762667,15.855507,15.918400|34:15.920400,16.004580,16.069814|35:16.071814,16.134695,16.193167|36:16.195167,16.254905,16.341113|37:16.343405,16.384297,16.446024
<PARAMETER> PIDRANGE17=35:16.773273,16.865333,16.923348|36:16.925348,17.005144,17.066703|37:17.068703,17.134664,17.201586|38:17.203586,17.265169,17.334870|39:17.336870,17.375039,17.457492
<PARAMETER> PIDRANGE18=36:17.646913,17.745210,17.767500|37:17.769500,17.865823,17.909385|38:17.911385,18.004477,18.069190|39:18.071190,18.134678,18.201692|40:18.203692,18.264944,18.330111|41:18.332111,18.385216,18.454667|42:18.456667,18.485120,18.536164
<PARAMETER> PIDRANGE19=39:18.778400,18.874918,18.922235|40:18.924235,19.004622,19.059823|41:19.061823,19.124762,19.175059|42:19.177059,19.225061,19.298270|43:19.300270,19.345196,19.407667|44:19.409667,19.435203,19.503286|45:19.505286,19.525300,19.588190
<PARAMETER> PIDRANGE20=41:19.709575,19.754610,19.807939|42:19.809939,19.875081,19.928069|43:19.930069,20.004782,20.060429|44:20.062429,20.125375,20.192667|45:20.194667,20.254428,20.307256|46:20.309256,20.365507,20.406500|48:20.453674,20.595152,20.723276
<PARAMETER> PIDRANGE21=43:20.816888,20.894561,20.935579|44:20.937579,21.024472,21.074625|45:21.076625,21.144924,21.205854
<PARAMETER> PIDRANGE22=45:21.785557,21.845224,21.929354|46:21.931354,21.985283,22.057714|47:22.059714,22.114806,22.177579
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
62
0.000000 22.800900
3.609800 20.226900
8.485610 17.181500
14.815600 14.171400
19.691400 12.452300
28.758700 10.217200
37.826000 8.677070
46.893300 7.532800
55.960600 6.655170
65.027900 5.960700
74.095200 5.397470
83.162500 4.931490
92.229800 4.539580
101.297000 4.205370
110.364000 3.916990
119.432000 3.665630
128.499000 3.444590
137.566000 3.248680
146.634000 3.073860
155.701000 2.916900
164.768000 2.775180
173.835000 2.646600
182.903000 2.529410
191.970000 2.422150
201.037000 2.323620
210.105000 2.232800
219.172000 2.148800
228.239000 2.070900
237.307000 1.998450
246.374000 1.930900
255.441000 1.867760
264.508000 1.808620
273.576000 1.753110
282.643000 1.700910
291.710000 1.651730
300.778000 1.605310
309.845000 1.561430
318.912000 1.519880
327.980000 1.480490
337.047000 1.443090
346.114000 1.407530
355.181000 1.373680
364.249000 1.341420
373.316000 1.310640
382.383000 1.281240
391.451000 1.253140
400.518000 1.226240
409.585000 1.200470
418.653000 1.175760
427.720000 1.152040
436.787000 1.129270
445.854000 1.107380
454.922000 1.086320
463.989000 1.066040
473.056000 1.046510
482.124000 1.027680
491.191000 1.009520
500.258000 0.991990
509.326000 0.975057
518.393000 0.958692
527.460000 0.942868
536.527000 0.927557
+KVIDZALine
ID:Z=2 A=4
2	4
28
0.000000 91.468800
17.010900 78.990200
29.520000 71.050900
45.485800 62.591000
60.972200 56.025500
74.659200 51.092600
95.612900 45.066600
121.661000 39.322900
147.709000 34.885700
173.757000 31.343900
199.805000 28.455000
225.853000 26.053700
251.902000 24.026100
277.950000 22.291300
303.998000 20.790200
330.046000 19.478500
356.094000 18.322500
382.142000 17.296000
408.190000 16.378400
434.238000 15.553300
460.286000 14.807300
486.334000 14.129600
512.383000 13.511300
538.431000 12.944700
564.479000 12.423800
590.527000 11.943200
616.575000 11.498400
642.623000 11.085500
+KVIDZALine
ID:Z=3 A=7
3	7
28
0.000000 186.067000
9.196020 179.379000
25.763100 167.470000
44.644200 154.248000
65.061900 141.566000
83.739700 131.489000
110.750000 119.365000
147.264000 105.194000
188.344000 92.836400
218.122000 85.555300
249.007000 79.105000
279.892000 73.563500
310.777000 68.747600
341.662000 64.523500
372.547000 60.788500
403.432000 57.462200
434.317000 54.481100
465.202000 51.794000
496.087000 49.359600
526.972000 47.143700
557.857000 45.118200
588.742000 43.259600
619.627000 41.548000
650.512000 39.966800
681.397000 38.501500
712.282000 37.139800
743.167000 35.871100
774.052000 34.686300
+KVIDZALine
ID:Z=4 A=9
4	9
19
0.000000 288.717000
20.034500 273.486000
57.535700 246.575000
112.231000 212.710000
174.028000 183.259000
230.659000 161.924000
286.260000 145.543000
339.266000 132.383000
392.552000 121.265000
445.838000 112.089000
499.124000 104.148000
552.410000 97.257300
605.696000 91.222000
658.982000 85.891900
712.268000 81.150400
765.554000 76.904900
818.840000 73.081600
872.126000 69.620400
925.412000 66.472300
+KVIDZALine
ID:Z=5 A=11
5	11
25
0.000000 407.295000
41.028300 376.883000
75.955900 351.177000
101.917000 333.502000
128.050000 317.049000
155.826000 301.060000
183.937000 286.771000
225.665000 266.840000
267.290000 249.112000
312.239000 232.088000
356.953000 217.139000
400.497000 204.346000
443.564000 193.151000
495.655000 181.266000
548.860000 170.342000
602.065000 160.760000
655.270000 152.185000
708.475000 144.478000
761.680000 137.515000
814.885000 131.191000
868.090000 125.424000
921.295000 120.143000
974.500000 115.288000
1027.700000 110.810000
1080.910000 106.667000
+KVIDZALine
ID:Z=6 A=12
6	12
15
0.000000 518.000000
58.052200 475.506000
142.889000 416.782000
218.972000 372.397000
305.279000 332.352000
406.535000 293.476000
508.407000 261.289000
612.246000 235.278000
699.367000 217.244000
786.488000 201.788000
873.609000 188.361000
960.730000 176.609000
1047.850000 166.237000
1134.970000 157.016000
1222.090000 148.764000
+KVIDZALine
ID:Z=7 A=14
7	14
17
0.000000 675.501000
70.919200 624.632000
131.867000 582.655000
198.414000 539.176000
268.053000 499.692000
346.357000 461.152000
422.101000 426.708000
509.835000 392.899000
593.190000 365.350000
679.499000 339.702000
794.729000 310.847000
910.081000 286.644000
1025.430000 265.874000
1140.780000 247.912000
1256.140000 232.224000
1371.490000 218.403000
1486.840000 206.135000
+KVIDZALine
ID:Z=8 A=16
8	16
19
0.000000 808.485000
75.407400 751.503000
138.830000 706.244000
206.007000 661.679000
299.047000 606.419000
401.106000 555.783000
502.625000 508.905000
583.243000 478.929000
687.822000 443.056000
795.009000 411.545000
894.944000 383.969000
995.953000 360.884000
1079.740000 343.225000
1163.530000 327.451000
1247.310000 313.017000
1331.100000 299.802000
1414.890000 287.658000
1498.670000 276.459000
1582.460000 266.100000
+KVIDZALine
ID:Z=9 A=18
9	18
13
0.000000 990.076000
66.161700 940.116000
152.771000 876.665000
293.082000 785.391000
418.807000 715.701000
622.371000 626.805000
765.178000 568.697000
972.769000 506.385000
1150.540000 460.592000
1323.940000 423.402000
1497.340000 392.182000
1670.740000 365.153000
1844.140000 341.609000
+KVIDZALine
ID:Z=10 A=20
10	20
16
0.000000 1151.430000
92.620300 1084.970000
180.584000 1025.620000
254.180000 978.904000
349.733000 922.063000
476.691000 849.844000
619.724000 779.364000
722.060000 735.902000
851.786000 687.981000
1024.400000 629.742000
1186.980000 583.197000
1365.630000 538.568000
1557.590000 497.793000
1749.550000 463.041000
1941.510000 432.737000
2133.470000 406.155000
+KVIDZALine
ID:Z=11 A=22
11	22
16
0.000000 1330.860000
85.392900 1266.530000
162.693000 1211.230000
284.526000 1128.960000
407.013000 1054.120000
566.146000 969.737000
725.040000 898.018000
887.966000 831.034000
1051.030000 771.023000
1233.620000 713.443000
1415.290000 662.236000
1598.810000 618.684000
1780.790000 579.663000
1962.770000 545.973000
2144.750000 515.849000
2326.730000 488.875000
+KVIDZALine
ID:Z=12 A=24
12	24
18
0.000000 1505.810000
115.296000 1423.140000
215.797000 1353.550000
351.441000 1266.450000
490.063000 1189.510000
615.665000 1122.820000
740.879000 1061.400000
910.287000 984.917000
1081.920000 921.981000
1236.430000 867.400000
1391.780000 819.902000
1543.430000 776.118000
1695.840000 737.655000
1861.280000 698.773000
2053.210000 659.506000
2245.140000 624.044000
2437.070000 592.251000
2629.000000 563.541000
+KVIDZALine
ID:Z=13 A=26
13	26
17
0.000000 1691.100000
195.238000 1557.280000
375.215000 1441.660000
551.061000 1340.920000
687.011000 1269.920000
819.707000 1206.300000
966.804000 1141.900000
1110.210000 1083.650000
1305.060000 1012.080000
1498.280000 947.986000
1702.500000 888.700000
1907.880000 835.891000
2099.430000 792.700000
2274.000000 756.175000
2448.570000 723.328000
2623.140000 693.147000
2797.710000 665.384000
+KVIDZALine
ID:Z=14 A=28
14	28
18
0.000000 1912.180000
168.180000 1794.740000
300.268000 1707.550000
471.391000 1601.790000
639.281000 1505.170000
840.803000 1407.390000
1040.440000 1315.330000
1246.300000 1233.470000
1450.920000 1158.670000
1619.320000 1102.950000
1787.800000 1051.990000
1993.370000 995.875000
2198.010000 943.270000
2401.730000 897.277000
2602.920000 855.120000
2804.110000 817.402000
3005.300000 782.734000
3206.490000 750.887000
+KVIDZALine
ID:Z=15 A=30
15	30
19
0.000000 2113.090000
156.013000 2007.030000
291.474000 1917.440000
477.828000 1801.090000
658.652000 1694.650000
945.901000 1550.760000
1233.570000 1424.770000
1471.440000 1334.120000
1708.230000 1248.980000
1923.530000 1185.810000
2137.050000 1121.970000
2337.930000 1071.130000
2537.850000 1025.140000
2686.240000 992.935000
2833.650000 963.028000
2981.060000 935.035000
3128.470000 908.569000
3275.880000 883.561000
3423.290000 859.892000
+KVIDZALine
ID:Z=16 A=32
16	32
16
0.000000 2319.990000
269.630000 2137.580000
547.224000 1960.310000
818.376000 1816.260000
1093.360000 1680.750000
1349.000000 1571.900000
1613.250000 1474.640000
1778.470000 1415.050000
1955.020000 1358.560000
2297.460000 1255.950000
2631.720000 1169.730000
2913.600000 1104.890000
3148.290000 1056.350000
3382.980000 1012.140000
3617.670000 971.385000
3852.350000 933.789000
+KVIDZALine
ID:Z=17 A=34
17	34
13
0.000000 2534.850000
273.076000 2354.240000
496.780000 2205.320000
733.812000 2065.900000
972.680000 1943.940000
1253.550000 1814.250000
1534.440000 1699.720000
1916.050000 1557.820000
2390.430000 1408.880000
2899.760000 1276.190000
3159.670000 1218.570000
3435.300000 1159.200000
3963.850000 1061.860000
+KVIDZALine
ID:Z=18 A=37
18	37
19
0.000000 2759.670000
171.983000 2644.820000
341.102000 2530.130000
555.535000 2393.170000
730.465000 2290.210000
975.626000 2158.270000
1157.620000 2067.370000
1438.100000 1944.710000
1644.560000 1858.620000
1911.390000 1756.480000
2103.200000 1691.870000
2327.670000 1619.770000
2550.590000 1557.400000
2800.740000 1485.210000
3049.240000 1421.040000
3305.100000 1359.570000
3743.160000 1265.980000
4181.220000 1184.620000
4619.280000 1113.050000
+KVIDZALine
ID:Z=19 A=39
19	39
16
0.000000 2975.810000
215.046000 2834.740000
468.348000 2672.630000
768.610000 2489.690000
1047.980000 2338.470000
1420.400000 2163.500000
1884.600000 1978.800000
2288.860000 1831.710000
2599.250000 1733.570000
2898.920000 1649.490000
3234.350000 1559.890000
3576.890000 1478.600000
3927.540000 1403.040000
4276.360000 1335.270000
4625.180000 1273.860000
4974.000000 1217.810000
+KVIDZALine
ID:Z=20 A=41
20	41
17
0.000000 3232.800000
288.960000 3040.890000
562.151000 2869.320000
841.614000 2707.590000
1277.510000 2478.000000
1599.490000 2327.670000
1960.710000 2191.550000
2275.310000 2073.650000
2638.590000 1954.150000
2977.720000 1849.030000
3287.930000 1762.280000
3589.910000 1686.760000
3924.170000 1608.610000
4285.920000 1531.620000
4644.860000 1461.180000
5003.800000 1398.090000
5362.740000 1339.970000
+KVIDZALine
ID:Z=21 A=43
21	43
17
0.000000 3475.260000
310.632000 3268.956750
604.312325 3084.519000
904.735050 2910.659250
1373.323250 2663.850000
1719.451750 2502.245250
2107.763250 2355.916250
2445.958250 2229.173750
2836.484250 2100.711250
3201.049000 1987.707250
3534.524750 1894.451000
3859.153250 1813.267000
4218.482750 1729.255750
4607.364000 1646.491500
4993.224500 1570.768500
5379.085000 1502.946750
5764.945500 1440.467750
+KVIDZALine
ID:Z=22 A=46
22	46
17
13.043980 3738.455602
310.174242 3541.101856
614.732760 3348.949454
963.860817 3145.121038
1335.273643 2949.542039
1728.971240 2762.057706
2263.805710 2544.216405
2629.405119 2396.361781
2976.918337 2275.701267
3281.476855 2177.735307
3652.889682 2073.186175
4061.443791 1967.899502
4507.139183 1862.881046
4952.834575 1766.041107
5367.716337 1688.576137
5782.516375 1615.667756
6197.316412 1548.502831
+KVIDZALine
ID:Z=23 A=48
23	48
17
0.000000 3980.132525
358.974105 3743.858325
698.358431 3532.626162
1045.534442 3333.508730
1587.046681 3050.843973
1987.041429 2865.761901
2435.783906 2698.174782
2826.610503 2553.019615
3277.912111 2405.894573
3699.212251 2276.473782
4084.585164 2169.669620
4459.733975 2076.691518
4874.984128 1980.475433
5324.385022 1885.687509
5770.295063 1798.963760
6216.205103 1721.289125
6662.115143 1649.733414
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI1_SI2_212
<PARAMETER> Runlist=4532-7063
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.955000,1.004187,1.041000|2:1.043000,1.106667,1.149417|3:1.151417,1.185169,1.245000
<PARAMETER> PIDRANGE2=3:1.795000,1.865238,1.890923|4:1.892923,2.003922,2.075667|6:2.171466,2.207000,2.256618
<PARAMETER> PIDRANGE3=6:2.799312,2.883390,2.910923|7:2.912923,2.996245,3.052333|8:3.054333,3.117667,3.156857|9:3.158857,3.218333,3.260439
<PARAMETER> PIDRANGE4=7:3.665000,3.707727,3.762333|9:3.927694,4.004328,4.048348|10:4.050348,4.115957,4.166000
<PARAMETER> PIDRANGE5=10:4.805000,4.856059,4.915667|11:4.917667,4.996494,5.071500|12:5.073500,5.145541,5.206000|13:5.208000,5.279000,5.324629
<PARAMETER> PIDRANGE6=11:5.774094,5.847000,5.905818|12:5.907818,6.004175,6.060471|13:6.062471,6.134733,6.186857|14:6.188857,6.255119,6.292571|15:6.294571,6.354104,6.407160
<PARAMETER> PIDRANGE7=14:6.815000,6.866062,6.931647|15:6.933647,7.004399,7.058375|16:7.060375,7.144737,7.226857|17:7.228857,7.262500,7.326158
<PARAMETER> PIDRANGE8=15:7.803897,7.845833,7.891778|16:7.893778,8.004099,8.071778|17:8.073778,8.134535,8.188000|18:8.190000,8.246508,8.312333|19:8.314333,8.356364,8.395667|20:8.397667,8.447857,8.508031
<PARAMETER> PIDRANGE9=18:8.794727,8.882541,8.936500|19:8.938500,9.003994,9.062333|20:9.064333,9.133182,9.196727|21:9.198727,9.245625,9.306727|22:9.308727,9.375000,9.442748
<PARAMETER> PIDRANGE10=20:9.805000,9.864053,9.924000|21:9.926000,9.995699,10.062000|22:10.064000,10.124790,10.201500|23:10.203500,10.255938,10.341500|24:10.343500,10.375333,10.451154
<PARAMETER> PIDRANGE11=22:10.774094,10.875769,10.912889|23:10.914889,11.004740,11.067333|24:11.069333,11.125270,11.200923|25:11.202923,11.264835,11.342000|26:11.344000,11.376154,11.446569
<PARAMETER> PIDRANGE12=24:11.763396,11.865395,11.913375|25:11.915375,12.004482,12.062571|26:12.064571,12.134394,12.210429|27:12.212429,12.265409,12.332462|28:12.334462,12.385476,12.442748
<PARAMETER> PIDRANGE13=26:12.797784,12.856170,12.915000|27:12.917000,13.003984,13.058595|28:13.060595,13.115623,13.178054|29:13.180054,13.235716,13.310400|30:13.312400,13.345000,13.388000|31:13.390000,13.455238,13.515673
<PARAMETER> PIDRANGE14=28:13.695000,13.744571,13.804000|29:13.806000,13.874868,13.928750|30:13.930750,14.004319,14.069556|31:14.071556,14.115806,14.189926|32:14.191926,14.253601,14.313602
<PARAMETER> PIDRANGE15=30:14.673223,14.713625,14.758545|31:14.760545,14.865105,14.926069|32:14.928069,14.995153,15.057514|33:15.059514,15.124986,15.199500|34:15.201500,15.245134,15.318118|35:15.320118,15.376463,15.458796
<PARAMETER> PIDRANGE16=32:15.673547,15.724538,15.780774|33:15.782774,15.864829,15.930610|34:15.932610,16.004630,16.069312|35:16.071313,16.125300,16.198571|36:16.200571,16.264296,16.346727|37:16.348727,16.365702,16.446024
<PARAMETER> PIDRANGE17=34:16.661456,16.725294,16.764000|35:16.766000,16.864841,16.928091|36:16.930091,17.004410,17.058844|37:17.060844,17.125396,17.203091|38:17.205091,17.245720,17.330923|39:17.332923,17.355635,17.457492
<PARAMETER> PIDRANGE18=36:17.646913,17.734769,17.759806|37:17.761806,17.865271,17.917377|38:17.919377,17.995389,18.072548|39:18.074548,18.135359,18.200735|40:18.202735,18.255251,18.330667|41:18.332667,18.375926,18.448286|42:18.450286,18.494457,18.578360
<PARAMETER> PIDRANGE19=39:18.778400,18.874922,18.929429|40:18.931429,18.995719,19.058571|41:19.060571,19.125141,19.187519|42:19.189519,19.244514,19.309897|43:19.311897,19.344729,19.420964|44:19.422964,19.435592,19.517947
<PARAMETER> PIDRANGE20=41:19.709575,19.745053,19.795200|42:19.797200,19.884582,19.930044|43:19.932044,19.995449,20.065739|44:20.067739,20.124909,20.210418|45:20.212418,20.225294,20.332333|48:20.447496,20.594907,20.723276
<PARAMETER> PIDRANGE21=43:20.787850,20.874860,20.931000|44:20.933000,21.015000,21.083167|45:21.085167,21.125754,21.205854
<PARAMETER> PIDRANGE22=45:21.785557,21.855000,21.893600|46:21.895600,22.004647,22.082519|47:22.084519,22.095742,22.177579
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
79
0.000000 22.814700
3.590840 20.227500
8.441030 17.250300
14.737800 14.197400
19.587900 12.395000
28.607600 10.048900
35.642300 8.723660
42.677100 7.750440
49.711800 6.959990
56.746600 6.315850
63.781300 5.780830
70.816000 5.329380
77.850800 4.943340
84.885500 4.609440
91.920200 4.317800
98.955000 4.060860
105.990000 3.832790
113.024000 3.628970
120.059000 3.445740
127.094000 3.280110
134.129000 3.129690
141.163000 2.992450
148.198000 2.866740
155.233000 2.751170
162.268000 2.644560
169.302000 2.545900
176.337000 2.454340
183.372000 2.369130
190.407000 2.289640
197.441000 2.215320
204.476000 2.145660
211.511000 2.080260
218.546000 2.018720
225.580000 1.960720
232.615000 1.905960
239.650000 1.854170
246.684000 1.805130
253.719000 1.758610
260.754000 1.714430
267.789000 1.672410
274.823000 1.632410
281.858000 1.594270
288.893000 1.557880
295.928000 1.523110
302.962000 1.489860
309.997000 1.458020
317.032000 1.427530
324.067000 1.398280
331.101000 1.370200
338.136000 1.343230
345.171000 1.317300
352.206000 1.292360
359.240000 1.268340
366.275000 1.245190
373.310000 1.222880
380.345000 1.201350
387.379000 1.180570
394.414000 1.160490
401.449000 1.141090
408.483000 1.122320
415.518000 1.104160
422.553000 1.086580
429.588000 1.069550
436.622000 1.053050
443.657000 1.037050
450.692000 1.021520
457.727000 1.006460
464.761000 0.991830
471.796000 0.977621
478.831000 0.963814
485.866000 0.950391
492.900000 0.937337
499.935000 0.924637
506.970000 0.912277
514.005000 0.900242
521.039000 0.888521
528.074000 0.877101
535.109000 0.865971
542.144000 0.855120
+KVIDZALine
ID:Z=2 A=4
2	4
28
0.000000 91.701000
17.120700 79.324400
29.428300 71.490900
45.354400 62.850800
60.644000 56.097100
74.349000 51.295900
95.167300 45.192000
120.992000 39.352200
146.817000 34.916500
172.641000 31.363500
198.466000 28.466800
224.291000 26.059900
250.115000 24.028400
275.940000 22.290600
301.765000 20.787300
327.590000 19.473900
353.414000 18.316600
379.239000 17.289200
405.064000 16.370900
430.888000 15.545200
456.713000 14.798800
482.538000 14.120800
508.362000 13.502200
534.187000 12.935600
560.012000 12.414600
585.837000 11.933900
611.661000 11.489000
637.486000 11.076200
+KVIDZALine
ID:Z=3 A=7
3	7
28
0.000000 190.732000
10.034700 180.689000
25.786600 167.777000
44.089700 155.340000
64.920800 142.493000
83.335200 132.355000
110.212000 119.523000
146.402000 105.083000
187.300000 92.827400
216.975000 85.655900
247.800000 79.262700
278.625000 73.679000
309.450000 68.859200
340.275000 64.631300
371.100000 60.892500
401.925000 57.562700
432.750000 54.578100
463.575000 51.887800
494.400000 49.450300
525.225000 47.231500
556.050000 45.203200
586.875000 43.342000
617.700000 41.628000
648.525000 40.044400
679.350000 38.576800
710.175000 37.213100
741.000000 35.942400
771.825000 34.755700
+KVIDZALine
ID:Z=4 A=9
4	9
19
0.000000 291.135000
20.975000 274.195000
57.409000 246.993000
112.224000 213.895000
173.173000 183.464000
229.438000 162.009000
284.611000 145.416000
337.363000 132.390000
390.749000 121.533000
444.135000 112.211000
497.521000 104.240000
550.907000 97.325800
604.293000 91.272000
657.679000 85.927300
711.065000 81.173800
764.451000 76.918800
817.837000 73.087600
871.223000 69.619900
924.609000 66.466400
+KVIDZALine
ID:Z=5 A=11
5	11
25
0.000000 407.720000
40.967800 377.298000
75.310500 352.033000
101.610000 334.055000
127.480000 318.150000
155.683000 301.853000
182.967000 286.929000
224.401000 266.818000
266.127000 248.946000
310.587000 232.202000
355.270000 217.933000
398.327000 205.104000
441.374000 193.731000
493.093000 181.572000
545.952000 170.507000
598.811000 160.826000
651.670000 152.163000
704.529000 144.385000
757.388000 137.364000
810.247000 130.994000
863.106000 125.188000
915.965000 119.876000
968.824000 114.996000
1021.680000 110.497000
1074.540000 106.338000
+KVIDZALine
ID:Z=6 A=12
6	12
15
0.000000 521.263000
57.759600 475.800000
142.136000 417.023000
218.073000 373.088000
303.452000 332.004000
404.270000 293.340000
505.714000 261.547000
609.151000 235.952000
695.916000 218.082000
782.681000 202.679000
869.446000 189.311000
956.211000 177.598000
1042.980000 167.249000
1129.740000 158.041000
1216.510000 149.793000
+KVIDZALine
ID:Z=7 A=14
7	14
17
0.000000 678.722000
71.232300 625.977000
130.714000 584.274000
197.834000 540.234000
266.700000 498.559000
344.033000 460.346000
420.032000 427.316000
507.082000 392.907000
589.887000 365.125000
676.024000 340.061000
790.681000 311.319000
905.292000 287.079000
1019.900000 266.439000
1134.510000 248.541000
1249.120000 232.896000
1363.740000 219.103000
1478.350000 206.853000
+KVIDZALine
ID:Z=8 A=16
8	16
19
0.000000 810.520000
75.557600 752.697000
138.351000 706.975000
205.172000 662.478000
298.414000 608.473000
397.497000 557.179000
500.776000 511.111000
580.193000 479.295000
683.906000 442.361000
790.710000 411.356000
890.353000 384.509000
990.586000 361.346000
1074.390000 344.299000
1158.190000 328.581000
1242.000000 314.259000
1325.800000 301.133000
1409.610000 289.060000
1493.410000 277.918000
1577.210000 267.602000
+KVIDZALine
ID:Z=9 A=18
9	18
13
0.000000 992.046000
65.831300 940.653000
152.479000 877.929000
292.313000 787.177000
417.129000 717.212000
617.484000 623.556000
762.140000 570.681000
967.183000 506.089000
1144.530000 461.682000
1317.430000 425.241000
1490.330000 394.230000
1663.230000 367.389000
1836.130000 343.970000
+KVIDZALine
ID:Z=10 A=20
10	20
16
0.000000 1151.830000
92.686200 1086.410000
180.225000 1027.070000
251.886000 978.942000
346.151000 919.531000
473.012000 848.098000
616.484000 779.863000
718.541000 737.050000
846.598000 686.383000
1018.880000 629.577000
1180.820000 583.868000
1357.870000 539.954000
1550.040000 500.113000
1742.210000 465.544000
1934.370000 435.442000
2126.540000 408.997000
+KVIDZALine
ID:Z=11 A=22
11	22
16
0.000000 1336.980000
87.332500 1267.240000
161.870000 1213.140000
284.043000 1131.240000
406.556000 1057.720000
563.041000 970.072000
721.040000 898.125000
882.819000 830.276000
1045.810000 772.251000
1227.050000 713.801000
1408.050000 663.248000
1590.340000 619.345000
1771.730000 580.588000
1953.120000 546.747000
2134.510000 516.564000
2315.900000 489.540000
+KVIDZALine
ID:Z=12 A=24
12	24
18
0.000000 1512.050000
115.986000 1423.680000
213.611000 1355.530000
349.389000 1266.890000
486.224000 1187.910000
613.082000 1123.150000
737.671000 1063.530000
906.360000 987.578000
1076.490000 923.201000
1229.800000 867.523000
1384.310000 820.046000
1536.030000 778.591000
1687.030000 738.451000
1851.850000 699.587000
2041.930000 659.403000
2232.010000 623.997000
2422.090000 592.080000
2612.170000 563.270000
+KVIDZALine
ID:Z=13 A=26
13	26
17
0.000000 1695.290000
196.902000 1553.420000
373.326000 1442.630000
545.893000 1340.420000
682.009000 1267.900000
814.786000 1205.640000
961.772000 1142.740000
1105.360000 1083.050000
1298.010000 1012.150000
1490.540000 949.004000
1693.600000 889.482000
1898.110000 837.129000
2088.260000 793.449000
2262.360000 757.333000
2436.460000 724.344000
2610.560000 694.113000
2784.660000 666.305000
+KVIDZALine
ID:Z=14 A=28
14	28
18
0.000000 1916.430000
168.924000 1798.080000
298.718000 1710.530000
469.055000 1602.960000
635.641000 1505.560000
835.324000 1406.020000
1035.460000 1317.250000
1239.240000 1232.840000
1443.330000 1159.460000
1610.690000 1103.240000
1778.470000 1052.690000
1982.100000 994.277000
2186.780000 944.542000
2389.030000 898.201000
2589.660000 856.708000
2790.290000 819.128000
2990.920000 784.648000
3191.550000 752.953000
