# Runlist.csv file written by KVINDRADB5::WriteRunListFile on Thu Jun 11 11:24:50 2009
Version=10
6004 | Events=119691 | Faraday 1=33794 | Buffers=12108 | Gene DIRECT=3410361 | Gene MARQ=1436884 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.365250 | Length (min.)=47.000000 | Comments=Run Automate  Si | Start Date=03/04/2001 05:43:00 | 
6005 | Events=240432 | Faraday 1=42580 | Buffers=5808 | Gene DIRECT=4400037 | Gene MARQ=2424019 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.308201 | Length (min.)=89.000000 | Comments=Run Automate  Chio | Start Date=03/04/2001 06:30:00 | 
6006 | Events=783459 | Faraday 1=870271 | Buffers=5797 | Gene DIRECT=5981743 | Gene MARQ=3366087 | Gene TM=1108366 | Trigger multiplicity=1 | Dead time (%)=42.374302 | Length (min.)=5.000000 | Comments=seuil Si 5.8 augmenté | Start Date=03/04/2001 10:15:00 | Logbook=c12p54 | 
6007 | Events=1606811 | Faraday 1=876406 | Buffers=12117 | Gene DIRECT=6130412 | Gene MARQ=3375582 | Gene TM=1214468 | Trigger multiplicity=1 | Dead time (%)=44.085045 | Length (min.)=11.000000 | Comments=Gain 150 Mu comme les autres | Start Date=03/04/2001 10:23:00 | Logbook=C12P55 | 
6008 | Events=994460 | Faraday 1=879907 | Buffers=7286 | Gene DIRECT=6211811 | Gene MARQ=3378757 | Gene TM=1271312 | Trigger multiplicity=1 | Dead time (%)=44.874260 | Length (min.)=7.000000 | Start Date=03/04/2001 10:34:00 | 
6009 | Events=560792 | Faraday 1=885264 | Buffers=4100 | Gene DIRECT=6617847 | Gene MARQ=3394576 | Gene TM=1367004 | Trigger multiplicity=1 | Dead time (%)=42.410458 | Length (min.)=5.000000 | Comments=Tous les Gains standard INDRA+Entrée 2 du Gr 1 Trigger fermé | Start Date=03/04/2001 11:13:00 | 
6010 | Events=1398343 | Faraday 1=890423 | Buffers=12117 | Gene DIRECT=6759193 | Gene MARQ=3404057 | Gene TM=1419780 | Trigger multiplicity=1 | Dead time (%)=42.316616 | Length (min.)=12.000000 | Comments=Tous les détecteurs démasqués | Start Date=03/04/2001 11:18:00 | 
6011 | Events=1431908 | Faraday 1=895688 | Buffers=12117 | Gene DIRECT=6889091 | Gene MARQ=3410404 | Gene TM=1462232 | Trigger multiplicity=1 | Dead time (%)=42.034019 | Length (min.)=12.000000 | Start Date=03/04/2001 11:30:00 | 
6012 | Events=1328009 | Faraday 1=900583 | Buffers=11291 | Gene DIRECT=7008754 | Gene MARQ=3416721 | Gene TM=1501119 | Trigger multiplicity=1 | Dead time (%)=41.790234 | Length (min.)=10.000000 | Start Date=03/04/2001 11:42:00 | 
6013 | Events=148009 | Faraday 1=903017 | Buffers=1201 | Gene DIRECT=7067171 | Gene MARQ=3419895 | Gene TM=1549720 | Trigger multiplicity=1 | Dead time (%)=42.489792 | Length (min.)=2.000000 | Comments=Remise de la config masquée(Csi masqués sauf C10. Chios démasquées)-entrée 3 gr 1 otée du trigger | Start Date=03/04/2001 11:56:00 | 
6014 | Events=1241222 | Faraday 1=916256 | Buffers=12108 | Gene DIRECT=7467330 | Gene MARQ=3442055 | Gene TM=1585881 | Trigger multiplicity=1 | Dead time (%)=39.398079 | Length (min.)=35.000000 | Comments=Couronne 6-10 en déclenchement - 10 mn interruption HF | Start Date=03/04/2001 11:58:00 | 
6015 | Events=660775 | Faraday 1=923137 | Buffers=6539 | Gene DIRECT=7639079 | Gene MARQ=3451543 | Gene TM=1602481 | Trigger multiplicity=1 | Dead time (%)=38.267876 | Length (min.)=15.000000 | Start Date=03/04/2001 12:34:00 | 
6016 | Events=1216170 | Faraday 1=935753 | Buffers=12109 | Gene DIRECT=8070116 | Gene MARQ=3476885 | Gene TM=1656542 | Trigger multiplicity=1 | Dead time (%)=36.064854 | Length (min.)=36.000000 | Comments=Couronne 11 | Start Date=03/04/2001 12:51:00 | 
6017 | Events=1210606 | Faraday 1=947889 | Buffers=12108 | Gene DIRECT=8399090 | Gene MARQ=3495894 | Gene TM=1686287 | Trigger multiplicity=1 | Dead time (%)=34.391590 | Length (min.)=30.000000 | Comments=Couronne 11 | Start Date=03/04/2001 13:27:00 | 
6018 | Events=186015 | Faraday 1=949775 | Buffers=1802 | Gene DIRECT=8442591 | Gene MARQ=3497060 | Gene TM=1691843 | Trigger multiplicity=1 | Dead time (%)=34.209534 | Length (min.)=4.000000 | Comments=Couronne 11 | Start Date=03/04/2001 14:01:00 | 
6019 | Events=262184 | Faraday 1=1774 | Buffers=10837 | Gene DIRECT=115128 | Gene MARQ=7477 | Gene TM=41112 | Trigger multiplicity=3 | Dead time (%)=38.190079 | Length (min.)=9.000000 | Start Date=05/04/2001 02:12:00 | 
6020 | Events=243757 | Faraday 1=2026 | Buffers=12115 | Gene DIRECT=132263 | Gene MARQ=6321 | Gene TM=40385 | Trigger multiplicity=4 | Dead time (%)=32.066349 | Length (min.)=12.000000 | 
8063 | Events=915542 | Faraday 1=1964 | Buffers=12109 | Gene DIRECT=233847 | Gene MARQ=12649 | Gene TM=27572 | Trigger multiplicity=2 | Dead time (%)=12.464850 | Length (min.)=21.000000 | 
8064 | Events=905231 | Faraday 1=1761 | Buffers=12108 | Gene DIRECT=259701 | Gene MARQ=15831 | Gene TM=27714 | Trigger multiplicity=2 | Dead time (%)=11.364251 | Length (min.)=23.000000 | 
8065 | Events=906409 | Faraday 1=1629 | Buffers=12108 | Gene DIRECT=316116 | Gene MARQ=18975 | Gene TM=27900 | Trigger multiplicity=2 | Dead time (%)=9.389482 | Length (min.)=28.000000 | 
8066 | Events=213705 | Faraday 1=341 | Buffers=2806 | Gene DIRECT=95110 | Gene MARQ=3162 | Gene TM=6869 | Trigger multiplicity=2 | Dead time (%)=7.470527 | Length (min.)=10.000000 | 
8067 | Events=423391 | Faraday 1=559 | Buffers=5654 | Gene DIRECT=217517 | Gene MARQ=12662 | Gene TM=13506 | Trigger multiplicity=2 | Dead time (%)=6.592956 | Length (min.)=29.000000 | 
8068 | Events=463700 | Faraday 1=223 | Buffers=3834 | Gene DIRECT=30398 | Gene MARQ=3153 | Gene TM=6375 | Trigger multiplicity=1 | Dead time (%)=23.398788 | Length (min.)=3.000000 | 
8069 | Events=1484082 | Faraday 1=714 | Buffers=12110 | Gene DIRECT=91400 | Gene MARQ=6344 | Gene TM=20175 | Trigger multiplicity=1 | Dead time (%)=23.719667 | Length (min.)=8.000000 | 
8070 | Events=1157841 | Faraday 1=667 | Buffers=9371 | Gene DIRECT=81341 | Gene MARQ=3162 | Gene TM=16034 | Trigger multiplicity=1 | Dead time (%)=20.509344 | Length (min.)=7.000000 | Comments=plantage acquisition | 
8071 | Events=897843 | Faraday 1=2132 | Buffers=12110 | Gene DIRECT=255490 | Gene MARQ=12661 | Gene TM=26874 | Trigger multiplicity=2 | Dead time (%)=11.067047 | Length (min.)=23.000000 | Comments=passage en mult 2 | 
8072 | Events=454429 | Faraday 1=1151 | Buffers=6220 | Gene DIRECT=136819 | Gene MARQ=9509 | Gene TM=13771 | Trigger multiplicity=2 | Dead time (%)=10.816904 | Length (min.)=12.000000 | 
8073 | Events=771052 | Faraday 1=1851 | Buffers=10381 | Gene DIRECT=209030 | Gene MARQ=12659 | Gene TM=23248 | Trigger multiplicity=2 | Dead time (%)=11.838816 | Length (min.)=19.000000 | 
8074 | Events=1431088 | Faraday 1=658 | Buffers=12117 | Gene DIRECT=56992 | Gene MARQ=3153 | Gene TM=20967 | Trigger multiplicity=1 | Dead time (%)=38.943890 | Length (min.)=5.000000 | 
8075 | Events=1435109 | Faraday 1=761 | Buffers=12124 | Gene DIRECT=58370 | Gene MARQ=3178 | Gene TM=22546 | Trigger multiplicity=1 | Dead time (%)=40.850124 | Length (min.)=5.000000 | 
8076 | Trigger multiplicity=2 | Dead time (%)=0.000000 | 
8077 | Events=988690 | Faraday 1=1175 | Buffers=12115 | Gene DIRECT=71556 | Gene MARQ=3160 | Gene TM=20796 | Trigger multiplicity=2 | Dead time (%)=30.405287 | Length (min.)=12.000000 | 
8078 | Events=991143 | Faraday 1=1187 | Buffers=12117 | Gene DIRECT=71527 | Gene MARQ=3177 | Gene TM=20643 | Trigger multiplicity=2 | Dead time (%)=30.201902 | Length (min.)=7.000000 | 
8079 | Events=982060 | Faraday 1=1200 | Buffers=12115 | Gene DIRECT=73046 | Gene MARQ=6323 | Gene TM=20165 | Trigger multiplicity=2 | Dead time (%)=30.221962 | Length (min.)=6.000000 | 
8080 | Events=959223 | Faraday 1=1185 | Buffers=11782 | Gene DIRECT=67911 | Gene MARQ=3164 | Gene TM=19963 | Trigger multiplicity=2 | Dead time (%)=30.832317 | Length (min.)=6.000000 | 
8081 | Events=989291 | Faraday 1=1249 | Buffers=12117 | Gene DIRECT=69072 | Gene MARQ=3164 | Gene TM=20299 | Trigger multiplicity=2 | Dead time (%)=30.798992 | Length (min.)=6.000000 | 
8082 | Events=981263 | Faraday 1=1262 | Buffers=12054 | Gene DIRECT=70264 | Gene MARQ=6320 | Gene TM=19736 | Trigger multiplicity=2 | Dead time (%)=30.864506 | Length (min.)=6.000000 | 
8083 | Events=576860 | Faraday 1=1524 | Buffers=6985 | Gene DIRECT=78783 | Gene MARQ=3176 | Gene TM=12083 | Trigger multiplicity=2 | Dead time (%)=15.981324 | Length (min.)=7.000000 | 
8084 | Events=1005701 | Faraday 1=1317 | Buffers=12118 | Gene DIRECT=64371 | Gene MARQ=3164 | Gene TM=18981 | Trigger multiplicity=2 | Dead time (%)=31.011158 | Length (min.)=2.750000 | 
8085 | Events=422787 | Faraday 1=727 | Buffers=5345 | Gene DIRECT=84956 | Gene MARQ=6321 | Gene TM=10680 | Trigger multiplicity=2 | Dead time (%)=13.581738 | Length (min.)=7.500000 | 
8086 | Events=952896 | Faraday 1=2402 | Buffers=12110 | Gene DIRECT=129324 | Gene MARQ=6321 | Gene TM=25168 | Trigger multiplicity=2 | Dead time (%)=20.461290 | Length (min.)=11.500000 | 
8087 | Events=954879 | Faraday 1=2515 | Buffers=12111 | Gene DIRECT=125863 | Gene MARQ=6340 | Gene TM=24771 | Trigger multiplicity=2 | Dead time (%)=20.724882 | 
8088 | Events=950210 | Faraday 1=2630 | Buffers=12114 | Gene DIRECT=119626 | Gene MARQ=6323 | Gene TM=24256 | Trigger multiplicity=2 | Dead time (%)=21.408083 | 
8089 | Events=950950 | Faraday 1=2675 | Buffers=12113 | Gene DIRECT=116116 | Gene MARQ=6333 | Gene TM=24188 | Trigger multiplicity=2 | Dead time (%)=22.032555 | Length (min.)=8.000000 | 
8090 | Events=954762 | Faraday 1=2573 | Buffers=12111 | Gene DIRECT=113796 | Gene MARQ=6322 | Gene TM=23796 | Trigger multiplicity=2 | Dead time (%)=22.141169 | Length (min.)=10.000000 | 
8091 | Events=958063 | Faraday 1=2179 | Buffers=12114 | Gene DIRECT=141279 | Gene MARQ=9512 | Gene TM=24442 | Trigger multiplicity=2 | Dead time (%)=18.549410 | Length (min.)=12.000000 | 
8092 | Events=885947 | Faraday 1=1849 | Buffers=11073 | Gene DIRECT=105051 | Gene MARQ=6321 | Gene TM=21889 | Trigger multiplicity=2 | Dead time (%)=22.170567 | Length (min.)=10.000000 | 
8093 | Events=915309 | Faraday 1=515 | Buffers=7559 | Gene DIRECT=102110 | Gene MARQ=0 | Gene TM=12721 | Trigger multiplicity=1 | Dead time (%)=12.458134 | Length (min.)=9.000000 | Comments=plantage VME duree reelle? | Start Date=25/04/2001 | 
8094 | Events=1423976 | Faraday 1=672 | Buffers=12113 | Gene DIRECT=66443 | Gene MARQ=3157 | Gene TM=17179 | Trigger multiplicity=1 | Dead time (%)=27.145023 | Length (min.)=6.000000 | 
8095 | Events=1420658 | Faraday 1=678 | Buffers=12117 | Gene DIRECT=66569 | Gene MARQ=3179 | Gene TM=17621 | Trigger multiplicity=1 | Dead time (%)=27.797760 | Length (min.)=6.000000 | 
8096 | Events=1424365 | Faraday 1=675 | Buffers=12116 | Gene DIRECT=66847 | Gene MARQ=3168 | Gene TM=17709 | Trigger multiplicity=1 | Dead time (%)=27.809795 | Length (min.)=6.000000 | 
8097 | Events=1305546 | Faraday 1=618 | Buffers=11123 | Gene DIRECT=61820 | Gene MARQ=3160 | Gene TM=16160 | Trigger multiplicity=1 | Dead time (%)=27.548586 | Length (min.)=5.500000 | Comments=arret pour passer en m>\equal2 | 
8098 | Events=987161 | Faraday 1=1004 | Buffers=12114 | Gene DIRECT=104072 | Gene MARQ=3158 | Gene TM=23487 | Trigger multiplicity=2 | Dead time (%)=23.274273 | Length (min.)=10.000000 | Comments=cahier 13 p.95 | 
8099 | Events=93439 | Faraday 1=71 | Buffers=1122 | Gene DIRECT=10093 | Gene MARQ=3009 | Gene TM=2159 | Trigger multiplicity=2 | Dead time (%)=30.477131 | Length (min.)=1.000000 | Comments=disjonction ht chassis 8 | 
8100 | Events=968673 | Faraday 1=1152 | Buffers=12110 | Gene DIRECT=124923 | Gene MARQ=6322 | Gene TM=24399 | Trigger multiplicity=2 | Dead time (%)=20.572340 | Length (min.)=11.000000 | 
8101 | Events=969166 | Faraday 1=1156 | Buffers=12111 | Gene DIRECT=128830 | Gene MARQ=6341 | Gene TM=24598 | Trigger multiplicity=2 | Dead time (%)=20.081802 | Length (min.)=11.500000 | 
8102 | Events=960772 | Faraday 1=1116 | Buffers=12108 | Gene DIRECT=133164 | Gene MARQ=9491 | Gene TM=24502 | Trigger multiplicity=2 | Dead time (%)=19.811924 | Length (min.)=12.000000 | 
8103 | Events=970029 | Faraday 1=1108 | Buffers=12109 | Gene DIRECT=134771 | Gene MARQ=6340 | Gene TM=24781 | Trigger multiplicity=2 | Dead time (%)=19.295185 | Length (min.)=12.000000 | 
8104 | Events=502992 | Faraday 1=565 | Buffers=6249 | Gene DIRECT=71320 | Gene MARQ=3156 | Gene TM=12931 | Trigger multiplicity=2 | Dead time (%)=18.970425 | Length (min.)=6.000000 | Comments=disjonction ht chassis 1 | 
8105 | Events=957015 | Faraday 1=1099 | Buffers=12109 | Gene DIRECT=161579 | Gene MARQ=9488 | Gene TM=24767 | Trigger multiplicity=2 | Dead time (%)=16.284330 | Length (min.)=14.000000 | Comments=intensite augmentee a 200 pA | 
8106 | Events=960417 | Faraday 1=1257 | Buffers=12110 | Gene DIRECT=103951 | Gene MARQ=6350 | Gene TM=23397 | Trigger multiplicity=2 | Dead time (%)=23.972090 | Length (min.)=9.000000 | 
8107 | Events=970830 | Faraday 1=1279 | Buffers=12111 | Gene DIRECT=100037 | Gene MARQ=3160 | Gene TM=23120 | Trigger multiplicity=2 | Dead time (%)=23.865314 | Length (min.)=9.000000 | Comments=disjonction ht chassis 1 | 
8108 | Events=962113 | Faraday 1=1239 | Buffers=12109 | Gene DIRECT=105677 | Gene MARQ=6339 | Gene TM=23330 | Trigger multiplicity=2 | Dead time (%)=23.485474 | Length (min.)=9.000000 | 
8109 | Events=962825 | Faraday 1=1214 | Buffers=12109 | Gene DIRECT=106774 | Gene MARQ=6323 | Gene TM=23831 | Trigger multiplicity=2 | Dead time (%)=23.724005 | Length (min.)=11.000000 | 
8110 | Events=528386 | Faraday 1=1313 | Buffers=6661 | Gene DIRECT=114538 | Gene MARQ=6342 | Gene TM=13102 | Trigger multiplicity=2 | Dead time (%)=12.109505 | Length (min.)=10.000000 | Comments=vme bus error pendant run | 
8111 | Events=961014 | Faraday 1=1201 | Buffers=12111 | Gene DIRECT=104499 | Gene MARQ=6321 | Gene TM=23085 | Trigger multiplicity=2 | Dead time (%)=23.513414 | Length (min.)=9.000000 | 
8112 | Events=959242 | Faraday 1=1208 | Buffers=12116 | Gene DIRECT=107620 | Gene MARQ=6350 | Gene TM=23659 | Trigger multiplicity=2 | Dead time (%)=23.362299 | Length (min.)=9.500000 | 
8113 | Events=961161 | Faraday 1=1134 | Buffers=12110 | Gene DIRECT=109446 | Gene MARQ=6316 | Gene TM=23623 | Trigger multiplicity=2 | Dead time (%)=22.906040 | Length (min.)=10.000000 | 
8114 | Events=965825 | Faraday 1=1034 | Buffers=12109 | Gene DIRECT=115395 | Gene MARQ=6350 | Gene TM=24046 | Trigger multiplicity=2 | Dead time (%)=22.051447 | Length (min.)=10.500000 | 
8115 | Events=959757 | Faraday 1=1183 | Buffers=12109 | Gene DIRECT=102884 | Gene MARQ=6317 | Gene TM=23119 | Trigger multiplicity=2 | Dead time (%)=23.940891 | Length (min.)=9.000000 | 
8116 | Events=954166 | Faraday 1=1347 | Buffers=12109 | Gene DIRECT=98154 | Gene MARQ=6347 | Gene TM=22979 | Trigger multiplicity=2 | Dead time (%)=25.029682 | Length (min.)=9.000000 | 
8117 | Events=655010 | Faraday 1=916 | Buffers=8234 | Gene DIRECT=67173 | Gene MARQ=3159 | Gene TM=15692 | Trigger multiplicity=2 | Dead time (%)=24.513388 | Length (min.)=6.000000 | Comments=arret faisceau pb de phase ? | 
8118 | Events=958850 | Faraday 1=1347 | Buffers=12109 | Gene DIRECT=98106 | Gene MARQ=6343 | Gene TM=22868 | Trigger multiplicity=2 | Dead time (%)=24.920719 | Length (min.)=8.500000 | 
8119 | Events=884864 | Faraday 1=1220 | Buffers=11078 | Gene DIRECT=88275 | Gene MARQ=3166 | Gene TM=21245 | Trigger multiplicity=2 | Dead time (%)=24.962107 | Length (min.)=8.000000 | 
8120 | Events=1042274 | Faraday 1=2955 | Buffers=12118 | Gene DIRECT=81283 | Gene MARQ=6345 | Gene TM=26864 | Trigger multiplicity=1 | Dead time (%)=35.848301 | Length (min.)=6.500000 | Comments=debut e374 | Start Date=26/04/2001 | 
8121 | Events=1052212 | Faraday 1=2633 | Buffers=12111 | Gene DIRECT=70447 | Gene MARQ=3163 | Gene TM=18774 | Trigger multiplicity=1 | Dead time (%)=27.902622 | Length (min.)=6.000000 | 
8122 | Events=1057695 | Faraday 1=2688 | Buffers=12113 | Gene DIRECT=69868 | Gene MARQ=3179 | Gene TM=19049 | Trigger multiplicity=1 | Dead time (%)=28.563931 | Length (min.)=6.000000 | 
8123 | Events=1050047 | Faraday 1=2722 | Buffers=12117 | Gene DIRECT=67958 | Gene MARQ=3169 | Gene TM=18399 | Trigger multiplicity=1 | Dead time (%)=28.398338 | Length (min.)=6.000000 | 
8124 | Events=1055805 | Faraday 1=2719 | Buffers=12116 | Gene DIRECT=68582 | Gene MARQ=3159 | Gene TM=18911 | Trigger multiplicity=1 | Dead time (%)=28.905737 | Length (min.)=6.000000 | 
8125 | Events=1003293 | Faraday 1=2585 | Buffers=11609 | Gene DIRECT=68282 | Gene MARQ=6350 | Gene TM=17523 | Trigger multiplicity=1 | Dead time (%)=28.293936 | Length (min.)=6.000000 | 
8126 | Events=221962 | Faraday 1=3063 | Buffers=9681 | Gene DIRECT=76167 | Gene MARQ=3160 | Gene TM=14581 | Trigger multiplicity=3 | Dead time (%)=19.972057 | Length (min.)=6.000000 | Comments=disjonction chassis 1 | 
8127 | Events=275333 | Faraday 1=3768 | Buffers=1211 | Gene DIRECT=97328 | Gene MARQ=6332 | Gene TM=17791 | Trigger multiplicity=3 | Dead time (%)=19.551409 | Length (min.)=9.000000 | 
8128 | Events=275115 | Faraday 1=3790 | Buffers=12112 | Gene DIRECT=95244 | Gene MARQ=6352 | Gene TM=18378 | Trigger multiplicity=3 | Dead time (%)=20.674526 | Length (min.)=8.500000 | 
8129 | Events=275105 | Faraday 1=3790 | Buffers=12111 | Gene DIRECT=91835 | Gene MARQ=3161 | Gene TM=18042 | Trigger multiplicity=3 | Dead time (%)=20.346437 | Length (min.)=8.000000 | 
8130 | Events=275016 | Faraday 1=3773 | Buffers=12115 | Gene DIRECT=95987 | Gene MARQ=6351 | Gene TM=18050 | Trigger multiplicity=3 | Dead time (%)=20.136999 | Length (min.)=8.500000 | 
8131 | Events=275137 | Faraday 1=3705 | Buffers=12110 | Gene DIRECT=97801 | Gene MARQ=6335 | Gene TM=18029 | Trigger multiplicity=3 | Dead time (%)=19.711149 | Length (min.)=9.000000 | 
8132 | Events=276422 | Faraday 1=3772 | Buffers=12116 | Gene DIRECT=93995 | Gene MARQ=3176 | Gene TM=18117 | Trigger multiplicity=3 | Dead time (%)=19.948469 | Length (min.)=8.500000 | 
8133 | Events=250725 | Faraday 1=3880 | Buffers=12111 | Gene DIRECT=94348 | Gene MARQ=6332 | Gene TM=17553 | Trigger multiplicity=3 | Dead time (%)=19.942965 | Length (min.)=8.500000 | 
8134 | Events=114971 | Faraday 1=1583 | Buffers=5051 | Gene DIRECT=40368 | Gene MARQ=3177 | Gene TM=7503 | Trigger multiplicity=3 | Dead time (%)=20.174236 | Length (min.)=4.000000 | Comments=disjonction du chassis 1 | 
8135 | Events=274986 | Faraday 1=3759 | Buffers=12112 | Gene DIRECT=93100 | Gene MARQ=6320 | Gene TM=17890 | Trigger multiplicity=3 | Dead time (%)=20.615349 | Length (min.)=8.000000 | 
8136 | Events=284717 | Faraday 1=3728 | Buffers=12108 | Gene DIRECT=93058 | Gene MARQ=5975 | Gene TM=17882 | Trigger multiplicity=3 | Dead time (%)=20.534433 | Length (min.)=8.000000 | 
8137 | Events=278065 | Faraday 1=3706 | Buffers=12110 | Gene DIRECT=93302 | Gene MARQ=3158 | Gene TM=17730 | Trigger multiplicity=3 | Dead time (%)=19.668530 | Length (min.)=8.000000 | 
8138 | Events=288020 | Faraday 1=3605 | Buffers=12114 | Gene DIRECT=96176 | Gene MARQ=6292 | Gene TM=17954 | Trigger multiplicity=3 | Dead time (%)=19.974634 | Length (min.)=9.000000 | 
8139 | Events=274828 | Faraday 1=3633 | Buffers=12114 | Gene DIRECT=98137 | Gene MARQ=6337 | Gene TM=18024 | Trigger multiplicity=3 | Dead time (%)=19.633987 | Length (min.)=9.000000 | 
8140 | Events=276559 | Faraday 1=3667 | Buffers=12110 | Gene DIRECT=94925 | Gene MARQ=3152 | Gene TM=18713 | Trigger multiplicity=3 | Dead time (%)=20.390530 | Length (min.)=8.500000 | 
8141 | Events=275353 | Faraday 1=3582 | Buffers=12111 | Gene DIRECT=98734 | Gene MARQ=6313 | Gene TM=17767 | Trigger multiplicity=3 | Dead time (%)=19.223986 | Length (min.)=9.000000 | 
8142 | Events=95772 | Faraday 1=1265 | Buffers=4189 | Gene DIRECT=35721 | Gene MARQ=3168 | Gene TM=6359 | Trigger multiplicity=3 | Dead time (%)=19.534298 | Length (min.)=3.000000 | Comments=disjonction du chassis 1 | 
8143 | Events=276124 | Faraday 1=3560 | Buffers=12110 | Gene DIRECT=102466 | Gene MARQ=6304 | Gene TM=17848 | Trigger multiplicity=3 | Dead time (%)=18.560347 | Length (min.)=9.000000 | 
8144 | Events=275578 | Faraday 1=3566 | Buffers=12114 | Gene DIRECT=100382 | Gene MARQ=6317 | Gene TM=18002 | Trigger multiplicity=3 | Dead time (%)=19.137831 | Length (min.)=9.000000 | 
8145 | Events=278329 | Faraday 1=3524 | Buffers=12111 | Gene DIRECT=105422 | Gene MARQ=3162 | Gene TM=17948 | Trigger multiplicity=3 | Dead time (%)=17.551340 | Length (min.)=9.000000 | 
8146 | Events=278548 | Faraday 1=3543 | Buffers=12108 | Gene DIRECT=105216 | Gene MARQ=6353 | Gene TM=18202 | Trigger multiplicity=3 | Dead time (%)=18.411337 | Length (min.)=9.000000 | 
8147 | Events=276314 | Faraday 1=3493 | Buffers=12109 | Gene DIRECT=105506 | Gene MARQ=6311 | Gene TM=18001 | Trigger multiplicity=3 | Dead time (%)=18.147083 | Length (min.)=9.000000 | 
8148 | Events=276770 | Faraday 1=3654 | Buffers=12110 | Gene DIRECT=102250 | Gene MARQ=6330 | Gene TM=17987 | Trigger multiplicity=3 | Dead time (%)=18.752085 | Length (min.)=9.000000 | 
8149 | Events=277733 | Faraday 1=3758 | Buffers=12111 | Gene DIRECT=98640 | Gene MARQ=6313 | Gene TM=17984 | Trigger multiplicity=3 | Dead time (%)=19.478592 | Length (min.)=9.000000 | 
8150 | Events=278582 | Faraday 1=3753 | Buffers=12111 | Gene DIRECT=100567 | Gene MARQ=6328 | Gene TM=18050 | Trigger multiplicity=3 | Dead time (%)=19.153429 | Length (min.)=9.000000 | 
8151 | Events=278577 | Faraday 1=3809 | Buffers=12109 | Gene DIRECT=96303 | Gene MARQ=3161 | Gene TM=18038 | Trigger multiplicity=3 | Dead time (%)=19.366129 | Length (min.)=8.000000 | 
8152 | Events=276676 | Faraday 1=3841 | Buffers=12110 | Gene DIRECT=94459 | Gene MARQ=6321 | Gene TM=17954 | Trigger multiplicity=3 | Dead time (%)=20.370329 | Length (min.)=8.500000 | 
8153 | Events=276270 | Faraday 1=3821 | Buffers=12111 | Gene DIRECT=96317 | Gene MARQ=6361 | Gene TM=18168 | Trigger multiplicity=3 | Dead time (%)=20.196541 | Length (min.)=8.000000 | 
8154 | Events=278319 | Faraday 1=3861 | Buffers=12112 | Gene DIRECT=93369 | Gene MARQ=3176 | Gene TM=18170 | Trigger multiplicity=3 | Dead time (%)=20.145687 | Length (min.)=8.000000 | 
8155 | Events=117809 | Faraday 1=1619 | Buffers=5135 | Gene DIRECT=52022 | Gene MARQ=3173 | Gene TM=7934 | Trigger multiplicity=3 | Dead time (%)=16.241888 | Length (min.)=5.000000 | 
8156 | Events=251100 | Faraday 1=3517 | Buffers=10956 | Gene DIRECT=88220 | Gene MARQ=3242 | Gene TM=16239 | Trigger multiplicity=3 | Dead time (%)=19.109652 | Length (min.)=8.000000 | Comments=Disjonction HF Css1 | 
8157 | Events=275189 | Faraday 1=3819 | Buffers=12113 | Gene DIRECT=89566 | Gene MARQ=6345 | Gene TM=18106 | Trigger multiplicity=3 | Dead time (%)=21.756527 | Length (min.)=7.000000 | 
8158 | Events=275859 | Faraday 1=3791 | Buffers=12113 | Gene DIRECT=90121 | Gene MARQ=3176 | Gene TM=18153 | Trigger multiplicity=3 | Dead time (%)=20.878716 | Length (min.)=8.000000 | 
8159 | Events=275571 | Faraday 1=3758 | Buffers=12114 | Gene DIRECT=93883 | Gene MARQ=6343 | Gene TM=18262 | Trigger multiplicity=3 | Dead time (%)=20.861320 | Length (min.)=8.000000 | 
8160 | Events=272938 | Faraday 1=3733 | Buffers=12006 | Gene DIRECT=96404 | Gene MARQ=6345 | Gene TM=18426 | Trigger multiplicity=3 | Dead time (%)=20.459921 | Length (min.)=8.500000 | Comments=disjonction crate 1 | 
8161 | Events=275710 | Faraday 1=3683 | Buffers=12112 | Gene DIRECT=96325 | Gene MARQ=6338 | Gene TM=17920 | Trigger multiplicity=3 | Dead time (%)=19.913988 | Length (min.)=8.500000 | 
8162 | Events=279513 | Faraday 1=3672 | Buffers=12111 | Gene DIRECT=97648 | Gene MARQ=3178 | Gene TM=17966 | Trigger multiplicity=3 | Dead time (%)=19.017677 | Length (min.)=8.500000 | 
8163 | Events=276022 | Faraday 1=3628 | Buffers=12116 | Gene DIRECT=101459 | Gene MARQ=6343 | Gene TM=18104 | Trigger multiplicity=3 | Dead time (%)=19.033602 | Length (min.)=9.000000 | 
8164 | Events=274873 | Faraday 1=3601 | Buffers=12112 | Gene DIRECT=101994 | Gene MARQ=6336 | Gene TM=18113 | Trigger multiplicity=3 | Dead time (%)=18.935165 | Length (min.)=9.000000 | 
8165 | Events=276663 | Faraday 1=3582 | Buffers=12115 | Gene DIRECT=103472 | Gene MARQ=6344 | Gene TM=18018 | Trigger multiplicity=3 | Dead time (%)=18.550777 | Length (min.)=9.000000 | 
8166 | Events=275529 | Faraday 1=3563 | Buffers=12111 | Gene DIRECT=104569 | Gene MARQ=6353 | Gene TM=17863 | Trigger multiplicity=3 | Dead time (%)=18.187464 | Length (min.)=9.000000 | 
