# Runlist.csv file written by KVINDRADB::WriteRunListFile on Tue Dec  7 10:55:16 2010
Version=10
2 | Buffers=8067 | Events=32247 | Faraday 1=0 | Faraday 2=0 | DEC=0 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=35976 | Gene TM=0 | Gene MARQ=35976 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | PRG23=0 | Length (min.)=48.660367 | Size (MB)=126.046900 | Dead time (%)=0.000000 | Start Date=12-NOV-2010 09:31:29.00 | End Date=12-NOV-2010 10:20:19.00 | Comments=Piedestaux ChIo/Si sans HT | 
525 | Buffers=6306 | Events=513757 | Faraday 1=0 | PRG23=5223 | DEC=642846 | FC=513752 | OK=513752 | FT=513752 | AVL=0 | OCD=513752 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93814 | Gene TM=25043 | Gene MARQ=0 | OA=513752 | RAZ=513753 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.403453 | Size (MB)=98.531250 | Dead time (%)=26.694309 | Start Date=2-DEC-2010 20:33:19.00 | End Date=2-DEC-2010 20:42:01.00 | 
526 | Buffers=6308 | Events=511187 | Faraday 1=0 | PRG23=5161 | DEC=639458 | FC=511744 | OK=511744 | FT=511744 | AVL=0 | OCD=511744 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=92822 | Gene TM=25327 | Gene MARQ=0 | OA=511744 | RAZ=511744 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.351890 | Size (MB)=98.562500 | Dead time (%)=27.285557 | Start Date=2-DEC-2010 20:42:03.00 | End Date=2-DEC-2010 20:50:13.00 | 
527 | Buffers=6308 | Events=515174 | Faraday 1=0 | PRG23=5134 | DEC=643143 | FC=514682 | OK=514682 | FT=514682 | AVL=0 | OCD=514682 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94088 | Gene TM=25565 | Gene MARQ=0 | OA=514682 | RAZ=514683 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.498227 | Size (MB)=98.562500 | Dead time (%)=27.171371 | Start Date=2-DEC-2010 20:50:13.00 | End Date=2-DEC-2010 20:58:28.00 | 
528 | Buffers=6307 | Events=511026 | Faraday 1=0 | PRG23=5088 | DEC=639234 | FC=511410 | OK=511410 | FT=511410 | AVL=0 | OCD=511410 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93244 | Gene TM=25347 | Gene MARQ=0 | OA=511410 | RAZ=511410 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.447465 | Size (MB)=98.546880 | Dead time (%)=27.183519 | Start Date=2-DEC-2010 20:58:28.00 | End Date=2-DEC-2010 21:07:12.00 | 
529 | Buffers=6306 | Events=513724 | Faraday 1=0 | PRG23=5122 | DEC=641375 | FC=513326 | OK=513326 | FT=513326 | AVL=0 | OCD=513326 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93707 | Gene TM=24725 | Gene MARQ=0 | OA=513326 | RAZ=513327 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.451267 | Size (MB)=98.531250 | Dead time (%)=26.385435 | Start Date=2-DEC-2010 21:07:12.00 | End Date=2-DEC-2010 21:15:26.00 | 
530 | Buffers=6305 | Events=511381 | Faraday 1=0 | PRG23=5107 | DEC=638617 | FC=511374 | OK=511374 | FT=511374 | AVL=0 | OCD=511374 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93368 | Gene TM=25297 | Gene MARQ=0 | OA=511374 | RAZ=511375 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.377983 | Size (MB)=98.515620 | Dead time (%)=27.093864 | Start Date=2-DEC-2010 21:15:28.00 | End Date=2-DEC-2010 21:24:09.00 | 
531 | Buffers=6304 | Events=513271 | Faraday 1=0 | PRG23=5080 | DEC=640746 | FC=513262 | OK=513262 | FT=513262 | AVL=0 | OCD=513262 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93279 | Gene TM=25074 | Gene MARQ=0 | OA=513262 | RAZ=513263 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.377367 | Size (MB)=98.500000 | Dead time (%)=26.880648 | Start Date=2-DEC-2010 21:24:12.00 | End Date=2-DEC-2010 21:32:23.00 | 
532 | Buffers=6306 | Events=512868 | Faraday 1=0 | PRG23=5114 | DEC=641119 | FC=512857 | OK=512857 | FT=512857 | AVL=0 | OCD=512857 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93742 | Gene TM=25329 | Gene MARQ=0 | OA=512857 | RAZ=512858 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.401825 | Size (MB)=98.531250 | Dead time (%)=27.019905 | Start Date=2-DEC-2010 21:32:25.00 | End Date=2-DEC-2010 21:41:07.00 | 
533 | Buffers=6308 | Events=513332 | Faraday 1=0 | PRG23=5109 | DEC=640925 | FC=513337 | OK=513337 | FT=513337 | AVL=0 | OCD=513337 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93541 | Gene TM=25029 | Gene MARQ=0 | OA=513337 | RAZ=513337 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.409923 | Size (MB)=98.562500 | Dead time (%)=26.757252 | Start Date=2-DEC-2010 21:41:09.00 | End Date=2-DEC-2010 21:49:21.00 | 
534 | Buffers=6309 | Events=513705 | Faraday 1=0 | PRG23=5100 | DEC=642252 | FC=514071 | OK=514071 | FT=514071 | AVL=0 | OCD=514071 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94098 | Gene TM=25529 | Gene MARQ=0 | OA=514071 | RAZ=514071 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.483582 | Size (MB)=98.578120 | Dead time (%)=27.130226 | Start Date=2-DEC-2010 21:49:22.00 | End Date=2-DEC-2010 21:58:07.00 | 
535 | Buffers=6308 | Events=512522 | Faraday 1=0 | PRG23=5093 | DEC=640954 | FC=512635 | OK=512635 | FT=512635 | AVL=0 | OCD=512635 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93458 | Gene TM=25043 | Gene MARQ=0 | OA=512635 | RAZ=512635 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.466215 | Size (MB)=98.562500 | Dead time (%)=26.795994 | Start Date=2-DEC-2010 21:58:07.00 | End Date=2-DEC-2010 22:06:21.00 | 
536 | Buffers=6307 | Events=514568 | Faraday 1=0 | PRG23=5114 | DEC=642292 | FC=514329 | OK=514329 | FT=514329 | AVL=0 | OCD=514329 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94059 | Gene TM=24973 | Gene MARQ=0 | OA=514329 | RAZ=514330 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.482092 | Size (MB)=98.546880 | Dead time (%)=26.550356 | Start Date=2-DEC-2010 22:06:21.00 | End Date=2-DEC-2010 22:15:05.00 | 
537 | Buffers=6307 | Events=511910 | Faraday 1=0 | PRG23=5126 | DEC=639563 | FC=511868 | OK=511868 | FT=511868 | AVL=0 | OCD=511868 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93163 | Gene TM=25137 | Gene MARQ=0 | OA=511868 | RAZ=511868 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.449747 | Size (MB)=98.546880 | Dead time (%)=26.981741 | Start Date=2-DEC-2010 22:15:06.00 | End Date=2-DEC-2010 22:23:19.00 | 
538 | Buffers=6307 | Events=515522 | Faraday 1=0 | PRG23=5151 | DEC=644294 | FC=515785 | OK=515785 | FT=515785 | AVL=0 | OCD=515785 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94293 | Gene TM=25494 | Gene MARQ=0 | OA=515785 | RAZ=515786 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.443123 | Size (MB)=98.546880 | Dead time (%)=27.037003 | Start Date=2-DEC-2010 22:23:20.00 | End Date=2-DEC-2010 22:32:04.00 | 
539 | Buffers=6309 | Events=512601 | Faraday 1=0 | PRG23=5096 | DEC=640721 | FC=512783 | OK=512783 | FT=512783 | AVL=0 | OCD=512783 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93483 | Gene TM=25163 | Gene MARQ=0 | OA=512783 | RAZ=512784 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.476038 | Size (MB)=98.578120 | Dead time (%)=26.917194 | Start Date=2-DEC-2010 22:32:04.00 | End Date=2-DEC-2010 22:40:18.00 | 
540 | Buffers=6307 | Events=515576 | Faraday 1=0 | PRG23=5119 | DEC=643432 | FC=515365 | OK=515365 | FT=515365 | AVL=0 | OCD=515365 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94103 | Gene TM=25457 | Gene MARQ=0 | OA=515365 | RAZ=515366 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.491620 | Size (MB)=98.546880 | Dead time (%)=27.052273 | Start Date=2-DEC-2010 22:40:18.00 | End Date=2-DEC-2010 22:49:03.00 | 
541 | Buffers=6308 | Events=511647 | Faraday 1=0 | PRG23=5142 | DEC=639838 | FC=511791 | OK=511791 | FT=511791 | AVL=0 | OCD=511791 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93504 | Gene TM=25322 | Gene MARQ=0 | OA=511791 | RAZ=511792 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.474180 | Size (MB)=98.562500 | Dead time (%)=27.081194 | Start Date=2-DEC-2010 22:49:03.00 | End Date=2-DEC-2010 22:57:17.00 | 
542 | Buffers=6309 | Events=514743 | Faraday 1=0 | PRG23=5156 | DEC=643241 | FC=515109 | OK=515109 | FT=515109 | AVL=0 | OCD=515109 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94238 | Gene TM=25232 | Gene MARQ=0 | OA=515109 | RAZ=515109 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.527133 | Size (MB)=98.578120 | Dead time (%)=26.774761 | Start Date=2-DEC-2010 22:57:17.00 | End Date=2-DEC-2010 23:06:03.00 | 
543 | Buffers=6309 | Events=512853 | Faraday 1=0 | PRG23=5156 | DEC=641239 | FC=513569 | OK=513569 | FT=513569 | AVL=0 | OCD=513569 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93906 | Gene TM=25293 | Gene MARQ=0 | OA=513569 | RAZ=513570 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.489968 | Size (MB)=98.578120 | Dead time (%)=26.934381 | Start Date=2-DEC-2010 23:06:03.00 | End Date=2-DEC-2010 23:14:18.00 | 
544 | Buffers=6307 | Events=515181 | Faraday 1=0 | PRG23=5121 | DEC=641761 | FC=514400 | OK=514400 | FT=514400 | AVL=0 | OCD=514400 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93863 | Gene TM=25261 | Gene MARQ=0 | OA=514400 | RAZ=514400 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.491348 | Size (MB)=98.546880 | Dead time (%)=26.912628 | Start Date=2-DEC-2010 23:14:18.00 | End Date=2-DEC-2010 23:23:03.00 | 
545 | Buffers=6307 | Events=513186 | Faraday 1=0 | PRG23=5158 | DEC=640850 | FC=513384 | OK=513384 | FT=513384 | AVL=0 | OCD=513384 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93978 | Gene TM=25198 | Gene MARQ=0 | OA=513384 | RAZ=513384 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.493337 | Size (MB)=98.546880 | Dead time (%)=26.812658 | Start Date=2-DEC-2010 23:23:03.00 | End Date=2-DEC-2010 23:31:18.00 | 
546 | Buffers=6309 | Events=513789 | Faraday 1=0 | PRG23=5147 | DEC=641839 | FC=513944 | OK=513944 | FT=513944 | AVL=0 | OCD=513944 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93731 | Gene TM=25246 | Gene MARQ=0 | OA=513944 | RAZ=513945 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.480387 | Size (MB)=98.578120 | Dead time (%)=26.934525 | Start Date=2-DEC-2010 23:31:18.00 | End Date=2-DEC-2010 23:40:02.00 | 
547 | Buffers=6309 | Events=514445 | Faraday 1=0 | PRG23=5133 | DEC=641796 | FC=514494 | OK=514494 | FT=514494 | AVL=0 | OCD=514494 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94057 | Gene TM=25235 | Gene MARQ=0 | OA=514494 | RAZ=514495 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.501112 | Size (MB)=98.578120 | Dead time (%)=26.829475 | Start Date=2-DEC-2010 23:40:03.00 | End Date=2-DEC-2010 23:48:18.00 | 
548 | Buffers=6309 | Events=512987 | Faraday 1=0 | PRG23=5132 | DEC=640879 | FC=513153 | OK=513153 | FT=513153 | AVL=0 | OCD=513153 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93393 | Gene TM=25309 | Gene MARQ=0 | OA=513153 | RAZ=513153 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.475448 | Size (MB)=98.578120 | Dead time (%)=27.099461 | Start Date=2-DEC-2010 23:48:18.00 | End Date=2-DEC-2010 23:57:02.00 | 
549 | Buffers=6307 | Events=513558 | Faraday 1=0 | PRG23=5137 | DEC=640124 | FC=513097 | OK=513097 | FT=513097 | AVL=0 | OCD=513097 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93806 | Gene TM=25126 | Gene MARQ=0 | OA=513097 | RAZ=513097 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.477340 | Size (MB)=98.546880 | Dead time (%)=26.785067 | Start Date=2-DEC-2010 23:57:02.00 | End Date=3-DEC-2010 00:05:16.00 | 
550 | Buffers=6307 | Events=513029 | Faraday 1=0 | PRG23=5133 | DEC=641215 | FC=513024 | OK=513024 | FT=513024 | AVL=0 | OCD=513024 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93446 | Gene TM=25153 | Gene MARQ=0 | OA=513024 | RAZ=513024 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.397508 | Size (MB)=98.546880 | Dead time (%)=26.917150 | Start Date=3-DEC-2010 00:05:18.00 | End Date=3-DEC-2010 00:13:30.00 | 
551 | Buffers=6307 | Events=514512 | Faraday 1=0 | PRG23=5149 | DEC=642406 | FC=514598 | OK=514598 | FT=514598 | AVL=0 | OCD=514598 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94392 | Gene TM=25139 | Gene MARQ=0 | OA=514598 | RAZ=514599 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.522623 | Size (MB)=98.546880 | Dead time (%)=26.632553 | Start Date=3-DEC-2010 00:13:30.00 | End Date=3-DEC-2010 00:22:16.00 | 
552 | Buffers=6307 | Events=512438 | Faraday 1=0 | PRG23=5135 | DEC=639987 | FC=512411 | OK=512411 | FT=512411 | AVL=0 | OCD=512411 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93475 | Gene TM=25259 | Gene MARQ=0 | OA=512411 | RAZ=512411 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.475377 | Size (MB)=98.546880 | Dead time (%)=27.022198 | Start Date=3-DEC-2010 00:22:16.00 | End Date=3-DEC-2010 00:30:30.00 | 
553 | Buffers=6310 | Events=515712 | Faraday 1=0 | PRG23=5197 | DEC=644804 | FC=516591 | OK=516591 | FT=516591 | AVL=0 | OCD=516591 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94680 | Gene TM=25591 | Gene MARQ=0 | OA=516591 | RAZ=516591 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.486838 | Size (MB)=98.593750 | Dead time (%)=27.028940 | Start Date=3-DEC-2010 00:31:01.00 | End Date=3-DEC-2010 00:39:16.00 | 
554 | Buffers=6310 | Events=512164 | Faraday 1=0 | PRG23=5144 | DEC=639276 | FC=512099 | OK=512099 | FT=512099 | AVL=0 | OCD=512099 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93430 | Gene TM=25143 | Gene MARQ=0 | OA=512099 | RAZ=512100 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.474220 | Size (MB)=98.593750 | Dead time (%)=26.911057 | Start Date=3-DEC-2010 00:39:16.00 | End Date=3-DEC-2010 00:48:00.00 | 
555 | Buffers=6307 | Events=515686 | Faraday 1=0 | PRG23=5156 | DEC=642718 | FC=515010 | OK=515010 | FT=515010 | AVL=0 | OCD=515010 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94326 | Gene TM=25612 | Gene MARQ=0 | OA=515010 | RAZ=515011 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.498245 | Size (MB)=98.546880 | Dead time (%)=27.152641 | Start Date=3-DEC-2010 00:48:00.00 | End Date=3-DEC-2010 00:56:15.00 | 
556 | Buffers=6309 | Events=511990 | Faraday 1=0 | PRG23=5106 | DEC=639251 | FC=512586 | OK=512586 | FT=512586 | AVL=0 | OCD=512586 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93530 | Gene TM=24862 | Gene MARQ=0 | OA=512586 | RAZ=512586 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.411205 | Size (MB)=98.578120 | Dead time (%)=26.581846 | Start Date=3-DEC-2010 00:56:17.00 | End Date=3-DEC-2010 01:04:30.00 | 
557 | Buffers=6308 | Events=515907 | Faraday 1=0 | PRG23=5142 | DEC=643216 | FC=515711 | OK=515711 | FT=515711 | AVL=0 | OCD=515711 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94596 | Gene TM=25367 | Gene MARQ=0 | OA=515711 | RAZ=515711 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.552677 | Size (MB)=98.562500 | Dead time (%)=26.816145 | Start Date=3-DEC-2010 01:04:30.00 | End Date=3-DEC-2010 01:13:16.00 | 
558 | Buffers=6308 | Events=512516 | Faraday 1=0 | PRG23=5135 | DEC=640318 | FC=512855 | OK=512855 | FT=512855 | AVL=0 | OCD=512855 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93850 | Gene TM=25439 | Gene MARQ=0 | OA=512855 | RAZ=512856 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.495948 | Size (MB)=98.562500 | Dead time (%)=27.106020 | Start Date=3-DEC-2010 01:13:16.00 | End Date=3-DEC-2010 01:22:01.00 | 
559 | Buffers=6306 | Events=514308 | Faraday 1=0 | PRG23=5150 | DEC=641119 | FC=513791 | OK=513791 | FT=513791 | AVL=0 | OCD=513791 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93998 | Gene TM=25032 | Gene MARQ=0 | OA=513791 | RAZ=513791 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.491168 | Size (MB)=98.531250 | Dead time (%)=26.630354 | Start Date=3-DEC-2010 01:22:01.00 | End Date=3-DEC-2010 01:30:16.00 | 
560 | Buffers=6308 | Events=512178 | Faraday 1=0 | PRG23=5121 | DEC=639940 | FC=512327 | OK=512327 | FT=512327 | AVL=0 | OCD=512327 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93877 | Gene TM=25347 | Gene MARQ=0 | OA=512327 | RAZ=512327 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.435917 | Size (MB)=98.562500 | Dead time (%)=27.000223 | Start Date=3-DEC-2010 01:30:18.00 | End Date=3-DEC-2010 01:39:01.00 | 
561 | Buffers=6309 | Events=515846 | Faraday 1=0 | PRG23=5193 | DEC=644256 | FC=516356 | OK=516356 | FT=516356 | AVL=0 | OCD=516356 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94585 | Gene TM=25590 | Gene MARQ=0 | OA=516356 | RAZ=516357 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.551990 | Size (MB)=98.578120 | Dead time (%)=27.055029 | Start Date=3-DEC-2010 01:39:01.00 | End Date=3-DEC-2010 01:47:18.00 | 
562 | Buffers=6309 | Events=512879 | Faraday 1=0 | PRG23=5168 | DEC=640720 | FC=513009 | OK=513009 | FT=513009 | AVL=0 | OCD=513009 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93882 | Gene TM=25185 | Gene MARQ=0 | OA=513009 | RAZ=513010 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.503355 | Size (MB)=98.578120 | Dead time (%)=26.826229 | Start Date=3-DEC-2010 01:47:18.00 | End Date=3-DEC-2010 01:56:03.00 | 
563 | Buffers=6305 | Events=514044 | Faraday 1=0 | PRG23=5105 | DEC=640657 | FC=513468 | OK=513468 | FT=513468 | AVL=0 | OCD=513468 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=93958 | Gene TM=25187 | Gene MARQ=0 | OA=513468 | RAZ=513468 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.502855 | Size (MB)=98.515620 | Dead time (%)=26.806658 | Start Date=3-DEC-2010 01:56:03.00 | End Date=3-DEC-2010 02:04:18.00 | 
564 | Buffers=6308 | Events=513268 | Faraday 1=0 | PRG23=5151 | DEC=640505 | FC=513263 | OK=513263 | FT=513263 | AVL=0 | OCD=513263 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94230 | Gene TM=25268 | Gene MARQ=0 | OA=513263 | RAZ=513264 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.457742 | Size (MB)=98.562500 | Dead time (%)=26.815239 | Start Date=3-DEC-2010 02:04:20.00 | End Date=3-DEC-2010 02:13:03.00 | 
565 | Buffers=6308 | Events=515025 | Faraday 1=0 | PRG23=5178 | DEC=643671 | FC=515414 | OK=515414 | FT=515414 | AVL=0 | OCD=515414 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94407 | Gene TM=25385 | Gene MARQ=0 | OA=515414 | RAZ=515415 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.478322 | Size (MB)=98.562500 | Dead time (%)=26.888895 | Start Date=3-DEC-2010 02:13:05.00 | End Date=3-DEC-2010 02:21:20.00 | 
566 | Buffers=6307 | Events=513347 | Faraday 1=0 | PRG23=5145 | DEC=640000 | FC=513062 | OK=513062 | FT=513062 | AVL=0 | OCD=513062 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94010 | Gene TM=24899 | Gene MARQ=0 | OA=513062 | RAZ=513062 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.474777 | Size (MB)=98.546880 | Dead time (%)=26.485479 | Start Date=3-DEC-2010 02:21:20.00 | End Date=3-DEC-2010 02:30:05.00 | 
567 | Buffers=6308 | Events=514702 | Faraday 1=0 | PRG23=5168 | DEC=642351 | FC=515175 | OK=515175 | FT=515175 | AVL=0 | OCD=515175 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94426 | Gene TM=25532 | Gene MARQ=0 | OA=515175 | RAZ=515175 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.517508 | Size (MB)=98.562500 | Dead time (%)=27.039164 | Start Date=3-DEC-2010 02:30:05.00 | End Date=3-DEC-2010 02:38:20.00 | 
568 | Buffers=6308 | Events=513123 | Faraday 1=0 | PRG23=5146 | DEC=640266 | FC=512646 | OK=512646 | FT=512646 | AVL=0 | OCD=512646 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94055 | Gene TM=25287 | Gene MARQ=0 | OA=512646 | RAZ=512647 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.475885 | Size (MB)=98.562500 | Dead time (%)=26.885332 | Start Date=3-DEC-2010 02:38:20.00 | End Date=3-DEC-2010 02:47:05.00 | 
569 | Buffers=6308 | Events=513838 | Faraday 1=1 | PRG23=5170 | DEC=642024 | FC=514365 | OK=514365 | FT=514365 | AVL=0 | OCD=514365 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94035 | Gene TM=25355 | Gene MARQ=0 | OA=514365 | RAZ=514365 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.452943 | Size (MB)=98.562500 | Dead time (%)=26.963366 | Start Date=3-DEC-2010 02:47:07.00 | End Date=3-DEC-2010 02:55:20.00 | 
570 | Buffers=6307 | Events=514697 | Faraday 1=0 | PRG23=5183 | DEC=641488 | FC=514348 | OK=514348 | FT=514348 | AVL=0 | OCD=514348 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=94363 | Gene TM=25284 | Gene MARQ=0 | OA=514348 | RAZ=514349 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.515520 | Size (MB)=98.546880 | Dead time (%)=26.794401 | Start Date=3-DEC-2010 02:55:21.00 | End Date=3-DEC-2010 03:04:06.00 | 
